80,4000,2500,1,0.005426714,0.003569489,303563392,301761984,304206112,308132256,314815296,326249728,349167968,283460448,266424688,249395408
,,,,,,,,,,,,,,,
40,2000,3000,1,0.008498938,0.007170784,305702144,297013664,298550720,308698400,330480768,362636160,391271264,232830800,216888816,139509664
,,,,,,,,,,,,,,,
40,2500,3000,1,0.008035213,0.006521021,307628864,298143104,298478080,306276352,324567232,352788672,375575872,221959872,209555472,128915600
,,,,,,,,,,,,,,,
40,3000,3000,1,0.007282076,0.00573288,309186752,298910464,299227168,305871840,320655296,343924832,363533568,217342864,210936480,132185832
,,,,,,,,,,,,,,,
40,3500,3000,1,0.006725783,0.004907363,310042752,299652096,300131616,306703168,319622976,339260800,355733536,214648048,213830848,138936144
,,,,,,,,,,,,,,,
40,4000,3000,1,0.006357912,0.004861728,310008992,299389984,299561472,305987520,317822912,334663488,346909568,211274848,216768752,154463520
,,,,,,,,,,,,,,,
50,2000,3000,1,0.008035191,0.006375978,301798240,297590848,303447552,316393280,339804064,373101376,413505792,259620000,237940736,175989344
,,,,,,,,,,,,,,,
50,2500,3000,1,0.007923994,0.006337397,305122496,299038624,301784896,311460096,331757824,362638208,392998208,235275600,222442048,154186560
,,,,,,,,,,,,,,,
50,3000,3000,1,0.006861488,0.004817045,307346048,300450784,301991872,309218464,325215456,351256832,376006400,223847648,218743200,154158720
,,,,,,,,,,,,,,,
50,3500,3000,1,0.006363384,0.005231097,308405536,301230016,302532032,309029952,322792768,345618368,368145792,221446080,222224064,163801152
,,,,,,,,,,,,,,,
50,4000,3000,1,0.006073931,0.004290212,309111616,301821248,302423456,308154848,319666784,338680032,357807936,219781536,230135456,183776048
,,,,,,,,,,,,,,,
60,2000,3000,1,0.008786693,0.00717936,290552768,294954016,308237472,323250816,345132736,374846464,420975744,284570976,249743888,198867056
,,,,,,,,,,,,,,,
60,2500,3000,1,0.00786993,0.005914532,300256576,298976512,306043168,317915136,338881152,369921344,409533376,256702208,239354464,182441552
,,,,,,,,,,,,,,,
60,3000,3000,1,0.007030246,0.005432924,304214144,300741632,304824736,313688224,330602720,358158432,389384064,235769312,229879504,173431264
,,,,,,,,,,,,,,,
60,3500,3000,1,0.006703681,0.005005035,305680128,301741824,304947648,312527360,326951840,351318880,379744320,231921168,232065312,180849440
,,,,,,,,,,,,,,,
60,4000,3000,1,0.006183512,0.004753743,306802880,302420928,304789664,311203264,323045504,343752448,369493056,232711104,239255200,196685536
,,,,,,,,,,,,,,,
70,2000,3000,1,0.008640244,0.007181248,279283904,288242240,305525344,321098560,340253984,365106848,409836800,300413984,254023680,210944144
,,,,,,,,,,,,,,,
70,2500,3000,1,0.007810087,0.006297217,291697568,296002688,308319808,322149856,342221504,370826464,415544224,278383840,250683904,202432000
,,,,,,,,,,,,,,,
70,3000,3000,1,0.007108904,0.005526877,299338144,299629792,307324928,318126976,335452128,362753152,401343200,256136800,243724960,194209360
,,,,,,,,,,,,,,,
