bead_length,voltage,current,travel_speed,thermol_efficiency,energy_input,bead_width,bead_depth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
40.0,20.0,100.0,2500.0,0.75,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,20.0,125.0,2500.0,0.8,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,20.0,200.0,2500.0,0.75,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,25.0,100.0,2500.0,0.8,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,25.0,125.0,2500.0,0.8,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,25.0,150.0,2500.0,0.8,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,25.0,160.0,2500.0,0.75,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,30.0,125.0,2500.0,0.8,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,32.0,125.0,2500.0,0.75,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,37.5,100.0,2500.0,0.8,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,40.0,100.0,2500.0,0.75,1000.0,0.002450607,0.001784303,400396.0,425253.0,250105.3125,-1088861.625,-1624676.5,-1251716.0,-200578.1563,1170686.75,2744077.5,4500939.0,6486127.0,8770680.0,11448672.0,14624136.0,18448832.0,23070248.0,28882034.0,36164028.0,46614680.0,63296684.0,93339208.0,149859328.0,223395104.0,280539264.0,304769440.0,309083008.0,313257344.0,313242432.0,312566080.0,310774816.0,310232960.0,309043072.0,308692512.0,308022656.0,307967104.0,306911584.0,307905600.0,308512960.0,309452800.0,303138496.0,270758976.0,192975856.0,116495528.0,80192128.0,54074880.0,42010112.0,33122806.0,26542234.0,21245304.0,16952304.0,13379030.0,10382554.0,7830150.0,5622931.5,3679851.0,1950204.25,444337.8438,-731847.125,-1242840.25,-873702.875,296685.4375
40.0,20.0,100.0,3000.0,0.75,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,20.0,125.0,3000.0,0.8,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,20.0,200.0,3000.0,0.75,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,25.0,100.0,3000.0,0.8,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,25.0,125.0,3000.0,0.8,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,25.0,150.0,3000.0,0.8,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,25.0,160.0,3000.0,0.75,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,30.0,125.0,3000.0,0.8,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,32.0,125.0,3000.0,0.75,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,37.5,100.0,3000.0,0.8,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,40.0,100.0,3000.0,0.75,1000.0,0.002434145,0.001482563,540397.3125,548939.0,289673.9375,-1010353.188,-1600200.625,-1321918.25,-405288.375,805111.5,2188532.0,3721184.0,5438891.0,7401262.0,9688602.0,12385990.0,15624416.0,19511148.0,24401614.0,30450274.0,39280944.0,50942200.0,80893584.0,123399552.0,206465824.0,273702656.0,304742560.0,309625664.0,314101760.0,314446528.0,313978560.0,312205504.0,311952928.0,310322880.0,310274944.0,309586592.0,309227264.0,308689600.0,309388256.0,310617920.0,310125056.0,299251776.0,251405968.0,160768800.0,98996144.0,60705800.0,43586164.0,33683436.0,26696468.0,21400780.0,17149524.0,13665152.0,10751116.0,8289699.0,6177931.0,4335088.0,2695803.0,1221634.75,-67664.875,-1056538.25,-1409506.75,-903221.75,317400.0625
40.0,20.0,100.0,3500.0,0.75,1000.0,0.002111543,0.001207702,605730.6875,607765.375,306258.125,-941416.4375,-1548630.25,-1331011.0,-512584.5,577767.1875,1820598.125,3189944.5,4715815.0,6450541.5,8464666.0,10832953.0,13668342.0,17065940.0,21323796.0,26602812.0,34304048.0,44543940.0,72964000.0,107095696.0,191545664.0,267155904.0,304689856.0,310213984.0,314725888.0,315170496.0,314899328.0,313316416.0,313195360.0,311551616.0,311863232.0,310772416.0,310410816.0,310281280.0,310423104.0,312811968.0,310344896.0,294993248.0,233802848.0,134669664.0,82061920.0,48948940.0,36550036.0,28145512.0,22412984.0,17956692.0,14401046.0,11454992.0,8986812.0,6889275.0,5080848.5,3491491.0,2066558.0,775114.75,-358264.0,-1215523.625,-1469458.0,-897638.625,321646.1875
40.0,20.0,125.0,3500.0,0.8,1000.0,0.002111543,0.001207702,605730.6875,607765.375,306258.125,-941416.4375,-1548630.25,-1331011.0,-512584.5,577767.1875,1820598.125,3189944.5,4715815.0,6450541.5,8464666.0,10832953.0,13668342.0,17065940.0,21323796.0,26602812.0,34304048.0,44543940.0,72964000.0,107095696.0,191545664.0,267155904.0,304689856.0,310213984.0,314725888.0,315170496.0,314899328.0,313316416.0,313195360.0,311551616.0,311863232.0,310772416.0,310410816.0,310281280.0,310423104.0,312811968.0,310344896.0,294993248.0,233802848.0,134669664.0,82061920.0,48948940.0,36550036.0,28145512.0,22412984.0,17956692.0,14401046.0,11454992.0,8986812.0,6889275.0,5080848.5,3491491.0,2066558.0,775114.75,-358264.0,-1215523.625,-1469458.0,-897638.625,321646.1875
40.0,20.0,200.0,3500.0,0.75,1000.0,0.002111543,0.001207702,605730.6875,607765.375,306258.125,-941416.4375,-1548630.25,-1331011.0,-512584.5,577767.1875,1820598.125,3189944.5,4715815.0,6450541.5,8464666.0,10832953.0,13668342.0,17065940.0,21323796.0,26602812.0,34304048.0,44543940.0,72964000.0,107095696.0,191545664.0,267155904.0,304689856.0,310213984.0,314725888.0,315170496.0,314899328.0,313316416.0,313195360.0,311551616.0,311863232.0,310772416.0,310410816.0,310281280.0,310423104.0,312811968.0,310344896.0,294993248.0,233802848.0,134669664.0,82061920.0,48948940.0,36550036.0,28145512.0,22412984.0,17956692.0,14401046.0,11454992.0,8986812.0,6889275.0,5080848.5,3491491.0,2066558.0,775114.75,-358264.0,-1215523.625,-1469458.0,-897638.625,321646.1875
40.0,25.0,100.0,3500.0,0.8,1000.0,0.002111543,0.001207702,605730.6875,607765.375,306258.125,-941416.4375,-1548630.25,-1331011.0,-512584.5,577767.1875,1820598.125,3189944.5,4715815.0,6450541.5,8464666.0,10832953.0,13668342.0,17065940.0,21323796.0,26602812.0,34304048.0,44543940.0,72964000.0,107095696.0,191545664.0,267155904.0,304689856.0,310213984.0,314725888.0,315170496.0,314899328.0,313316416.0,313195360.0,311551616.0,311863232.0,310772416.0,310410816.0,310281280.0,310423104.0,312811968.0,310344896.0,294993248.0,233802848.0,134669664.0,82061920.0,48948940.0,36550036.0,28145512.0,22412984.0,17956692.0,14401046.0,11454992.0,8986812.0,6889275.0,5080848.5,3491491.0,2066558.0,775114.75,-358264.0,-1215523.625,-1469458.0,-897638.625,321646.1875
40.0,25.0,125.0,3500.0,0.8,1000.0,0.002111543,0.001207702,605730.6875,607765.375,306258.125,-941416.4375,-1548630.25,-1331011.0,-512584.5,577767.1875,1820598.125,3189944.5,4715815.0,6450541.5,8464666.0,10832953.0,13668342.0,17065940.0,21323796.0,26602812.0,34304048.0,44543940.0,72964000.0,107095696.0,191545664.0,267155904.0,304689856.0,310213984.0,314725888.0,315170496.0,314899328.0,313316416.0,313195360.0,311551616.0,311863232.0,310772416.0,310410816.0,310281280.0,310423104.0,312811968.0,310344896.0,294993248.0,233802848.0,134669664.0,82061920.0,48948940.0,36550036.0,28145512.0,22412984.0,17956692.0,14401046.0,11454992.0,8986812.0,6889275.0,5080848.5,3491491.0,2066558.0,775114.75,-358264.0,-1215523.625,-1469458.0,-897638.625,321646.1875
