,Travel_length,Welding_speed,Net_energy_input,Position,Stress
1396,80,2500,2000,9.35,248.0383763
1397,60,2000,3000,9.35,250.1577901
1398,60,3000,1000,9.35,175.5222541
1399,60,2000,1500,9.35,245.0880064
1400,70,2000,1500,9.35,246.170201
1401,50,2500,1000,9.35,207.7511424
1402,40,4000,2500,9.35,251.8798083
1403,70,3500,1500,9.35,226.4077602
1404,80,2000,2500,9.35,248.2025815
1405,50,4000,2500,9.35,250.6710333
1406,80,3500,2500,9.35,250.310819
1407,60,3500,2000,9.35,248.7518932
1408,70,2000,3000,9.35,252.4344499
1409,60,3500,2500,9.35,250.4838447
1410,60,3000,2000,9.35,249.1531739
1411,40,2500,1500,9.35,246.4688903
1412,80,2500,3000,9.35,252.4300083
1413,50,3000,2000,9.35,248.1176161
1414,70,4000,2500,9.35,250.4407218
1415,50,2000,1000,9.35,229.6396285
1416,40,2500,3000,9.35,245.4021184
1417,80,2500,1500,9.35,243.0063669
1418,40,3000,2500,9.35,246.103438
1419,50,3500,2500,9.35,249.0084571
1420,60,2000,1000,9.35,228.7679688
1421,40,3500,1000,9.35,147.185133
1422,40,3000,1000,9.35,180.6816526
1423,70,4000,1000,9.35,115.8421464
1424,40,3500,3000,9.35,248.1500896
1425,80,4000,1000,9.35,109.4218898
1426,50,2000,1500,9.35,242.937967
1427,40,2000,1500,9.35,242.0088527
1428,60,3500,3000,9.35,250.4416904
1429,60,4000,2500,9.35,251.5176411
1430,70,2500,3000,9.35,251.2888254
1431,60,4000,3000,9.35,251.9581327
1432,70,2000,2500,9.35,247.1883096
1433,50,3500,1000,9.35,150.1056116
1434,40,4000,1500,9.35,216.742888
1435,80,4000,1500,9.35,203.779523
1436,60,2500,3000,9.35,248.6505115
1437,60,2500,1500,9.35,245.7395327
1438,80,3500,3000,9.35,252.0788835
1439,70,2500,2000,9.35,248.0268976
1440,60,2500,1000,9.35,205.9694286
1441,40,2000,2500,9.35,240.7728509
1442,70,3500,2500,9.35,251.1630988
1443,70,3500,1000,9.35,144.82798
1444,80,2000,1500,9.35,245.573436
1445,40,4000,2000,9.35,249.6403325
1446,60,4000,2000,9.35,245.3285115
1447,70,3000,1500,9.35,239.0028349
1448,80,2000,2000,9.35,245.8029736
1449,50,3500,2000,9.35,249.4557346
1450,40,3500,2500,9.35,248.8135331
1451,80,3000,3000,9.35,252.1748933
1452,80,4000,3000,9.35,251.9143699
1453,60,2000,2500,9.35,244.6999984
1454,60,2000,2000,9.35,242.0464682
1455,70,4000,2000,9.35,242.747012
1456,80,3000,1000,9.35,170.8317932
1457,80,3500,2000,9.35,245.2154332
1458,50,2000,2500,9.35,241.8026784
1459,80,3000,2500,9.35,250.5560991
1460,40,2000,3000,9.35,246.2918752
1461,70,4000,1500,9.35,210.1947534
1462,80,4000,2000,9.35,239.1293119
1463,40,3000,2000,9.35,247.9380295
1464,40,4000,3000,9.35,250.1883042
1465,70,2500,1500,9.35,244.9371283
1466,50,3000,2500,9.35,246.6281566
1467,80,2000,3000,9.35,253.4605159
1468,80,2500,1000,9.35,200.1723018
1469,80,3000,2000,9.35,248.1061252
1470,80,2500,2500,9.35,249.3363326
1471,60,4000,1500,9.35,212.4095576
1472,40,2000,2000,9.35,238.1349938
1473,50,3500,1500,9.35,233.3430672
1474,70,3000,3000,9.35,251.5336403
1475,60,3000,3000,9.35,249.2474704
1476,60,3000,2500,9.35,248.8667831
1477,50,3000,3000,9.35,246.8910069
1478,70,4000,3000,9.35,252.7276241
1479,40,3500,1500,9.35,235.067958
1480,50,4000,1000,9.35,120.2264573
1481,40,4000,1000,9.35,112.8611704
1482,70,3000,2000,9.35,249.4651573
1483,60,3500,1000,9.35,147.9622235
1484,50,4000,3000,9.35,250.5137204
1485,70,3000,2500,9.35,249.6785413
1486,50,2000,2000,9.35,238.9347285
1487,70,2500,1000,9.35,203.6010175
1488,80,2000,1000,9.35,223.8992096
1489,50,4000,1500,9.35,218.0488108
1490,40,2500,2000,9.35,243.4372517
1491,70,3500,2000,9.35,247.5065632
1492,80,3500,1000,9.35,141.735074
1493,50,2500,2000,9.35,244.0775676
1494,50,3000,1500,9.35,242.8692806
1495,40,3500,2000,9.35,250.5578296
1496,80,4000,2500,9.35,249.0152126
1497,50,2500,1500,9.35,245.7932112
1498,50,2000,3000,9.35,247.7924983
1499,70,3000,1000,9.35,175.9315057
1500,50,3500,3000,10.2,246.6332921
1501,80,3000,1500,10.2,208.4406655
1502,60,3500,1500,10.2,194.8682031
1503,60,3000,1500,10.2,214.8721676
1504,40,2500,2500,10.2,240.2462457
1505,60,2500,2000,10.2,244.2878903
1506,50,4000,2000,10.2,223.5690418
1507,40,3000,1500,10.2,217.8429778
1508,60,2500,2500,10.2,244.0036697
1509,70,2500,2500,10.2,245.4519831
1510,40,2000,1000,10.2,198.4743813
1511,70,2000,2000,10.2,243.4131169
1512,60,4000,1000,10.2,70.87158233
1513,40,2500,1000,10.2,164.0380593
1514,70,2000,1000,10.2,198.8052196
1515,50,2500,3000,10.2,241.1103345
1516,40,3000,3000,10.2,243.1034155
1517,80,3500,1500,10.2,186.9713918
1518,50,2500,2500,10.2,241.5461905
1519,70,3500,3000,10.2,247.181311
1520,50,3000,1000,10.2,131.7474487
1521,80,2500,2000,10.2,242.4039046
1522,60,2000,3000,10.2,243.8954023
1523,60,3000,1000,10.2,130.2431865
1524,60,2000,1500,10.2,241.2388165
1525,70,2000,1500,10.2,240.6311336
1526,50,2500,1000,10.2,167.7073931
1527,40,4000,2500,10.2,242.0005527
1528,70,3500,1500,10.2,191.0701616
1529,80,2000,2500,10.2,244.0856445
1530,50,4000,2500,10.2,242.1845913
1531,80,3500,2500,10.2,240.5354935
1532,60,3500,2000,10.2,233.3611692
1533,70,2000,3000,10.2,246.2127247
1534,60,3500,2500,10.2,245.1932323
1535,60,3000,2000,10.2,241.3807144
1536,40,2500,1500,10.2,233.9422879
1537,80,2500,3000,10.2,246.7747136
1538,50,3000,2000,10.2,242.6011153
1539,70,4000,2500,10.2,237.689034
1540,50,2000,1000,10.2,201.0424724
1541,40,2500,3000,10.2,239.3274691
1542,80,2500,1500,10.2,227.1007804
1543,40,3000,2500,10.2,244.8790488
1544,50,3500,2500,10.2,245.7124442
1545,60,2000,1000,10.2,200.576899
1546,40,3500,1000,10.2,92.17273443
1547,40,3000,1000,10.2,128.2331835
1548,70,4000,1000,10.2,72.50823337
1549,40,3500,3000,10.2,246.1961551
1550,80,4000,1000,10.2,67.41731772
1551,50,2000,1500,10.2,240.7698122
1552,40,2000,1500,10.2,240.4225237
1553,60,3500,3000,10.2,247.4703613
1554,60,4000,2500,10.2,240.3915413
1555,70,2500,3000,10.2,246.4359512
1556,60,4000,3000,10.2,247.0459209
1557,70,2000,2500,10.2,243.7223404
1558,50,3500,1000,10.2,100.5232624
1559,40,4000,1500,10.2,164.6600362
1560,80,4000,1500,10.2,161.1726283
1561,60,2500,3000,10.2,244.2146787
1562,60,2500,1500,10.2,232.4283457
1563,80,3500,3000,10.2,245.4236377
1564,70,2500,2000,10.2,244.096601
1565,60,2500,1000,10.2,167.0364949
1566,40,2000,2500,10.2,235.9644008
1567,70,3500,2500,10.2,243.4057712
1568,70,3500,1000,10.2,98.84361929
1569,80,2000,1500,10.2,238.6328579
1570,40,4000,2000,10.2,221.2065248
1571,60,4000,2000,10.2,219.9265424
1572,70,3000,1500,10.2,213.2713988
1573,80,2000,2000,10.2,243.2234943
1574,50,3500,2000,10.2,235.4909738
1575,40,3500,2500,10.2,245.7005115
1576,80,3000,3000,10.2,246.6755334
1577,80,4000,3000,10.2,242.3460303
1578,60,2000,2500,10.2,241.4822189
1579,60,2000,2000,10.2,241.7599335
1580,70,4000,2000,10.2,217.1948841
1581,80,3000,1000,10.2,126.7161233
1582,80,3500,2000,10.2,226.276728
1583,50,2000,2500,10.2,238.1569125
1584,80,3000,2500,10.2,244.3896208
1585,40,2000,3000,10.2,238.184118
1586,70,4000,1500,10.2,168.0933504
1587,80,4000,2000,10.2,211.410815
1588,40,3000,2000,10.2,242.9387049
1589,40,4000,3000,10.2,247.2039132
1590,70,2500,1500,10.2,230.2582474
1591,50,3000,2500,10.2,245.4546749
1592,80,2000,3000,10.2,246.9222647
1593,80,2500,1000,10.2,162.272459
1594,80,3000,2000,10.2,236.525378
1595,80,2500,2500,10.2,245.1396465
1596,60,4000,1500,10.2,168.9433657
1597,40,2000,2000,10.2,237.6887734
1598,50,3500,1500,10.2,196.8310169
1599,70,3000,3000,10.2,247.3324123
1600,60,3000,3000,10.2,246.21302
1601,60,3000,2500,10.2,246.3113102
1602,50,3000,3000,10.2,244.0964816
1603,70,4000,3000,10.2,245.602489
1604,40,3500,1500,10.2,193.6608061
1605,50,4000,1000,10.2,71.66225473
1606,40,4000,1000,10.2,60.52696381
1607,70,3000,2000,10.2,240.0170357
1608,60,3500,1000,10.2,101.1165314
1609,50,4000,3000,10.2,247.6026716
1610,70,3000,2500,10.2,245.6990061
1611,50,2000,2000,10.2,239.0145805
1612,70,2500,1000,10.2,165.3219482
1613,80,2000,1000,10.2,195.9670793
1614,50,4000,1500,10.2,172.5027171
1615,40,2500,2000,10.2,243.1367163
1616,70,3500,2000,10.2,230.0866481
1617,80,3500,1000,10.2,96.21870698
1618,50,2500,2000,10.2,243.5344865
1619,50,3000,1500,10.2,217.6675854
1620,40,3500,2000,10.2,235.463972
1621,80,4000,2500,10.2,233.4142457
1622,50,2500,1500,10.2,233.8865061
1623,50,2000,3000,10.2,240.7685648
1624,70,3000,1000,10.2,131.4666543
1625,50,3500,3000,11.05,243.678475
1626,80,3000,1500,11.05,191.8648406
1627,60,3500,1500,11.05,174.9726284
1628,60,3000,1500,11.05,198.019847
1629,40,2500,2500,11.05,239.3654671
1630,60,2500,2000,11.05,240.1887965
1631,50,4000,2000,11.05,205.0893901
1632,40,3000,1500,11.05,197.1946723
1633,60,2500,2500,11.05,242.8303551
1634,70,2500,2500,11.05,243.4767855
1635,40,2000,1000,11.05,178.5291764
1636,70,2000,2000,11.05,241.7511175
1637,60,4000,1000,11.05,58.37400523
1638,40,2500,1000,11.05,141.248477
1639,70,2000,1000,11.05,182.1487214
1640,50,2500,3000,11.05,240.6966168
1641,40,3000,3000,11.05,241.6790527
1642,80,3500,1500,11.05,167.9981884
1643,50,2500,2500,11.05,240.9192928
1644,70,3500,3000,11.05,242.8936397
1645,50,3000,1000,11.05,111.6887324
1646,80,2500,2000,11.05,237.0041013
1647,60,2000,3000,11.05,242.9324991
1648,60,3000,1000,11.05,111.7629257
1649,60,2000,1500,11.05,235.1219532
1650,70,2000,1500,11.05,234.0891228
1651,50,2500,1000,11.05,147.3593727
1652,40,4000,2500,11.05,227.7839815
1653,70,3500,1500,11.05,171.856926
1654,80,2000,2500,11.05,242.6542991
1655,50,4000,2500,11.05,231.0878849
1656,80,3500,2500,11.05,232.6099899
1657,60,3500,2000,11.05,220.4184088
1658,70,2000,3000,11.05,244.9066703
1659,60,3500,2500,11.05,238.4364212
1660,60,3000,2000,11.05,232.7395323
1661,40,2500,1500,11.05,219.3971719
1662,80,2500,3000,11.05,244.6615887
1663,50,3000,2000,11.05,233.8650091
1664,70,4000,2500,11.05,227.1659521
1665,50,2000,1000,11.05,183.4150917
1666,40,2500,3000,11.05,238.5024815
1667,80,2500,1500,11.05,215.0813705
1668,40,3000,2500,11.05,241.1422182
1669,50,3500,2500,11.05,238.9423556
1670,60,2000,1000,11.05,183.4972349
1671,40,3500,1000,11.05,72.50211778
1672,40,3000,1000,11.05,106.5968975
1673,70,4000,1000,11.05,61.82640314
1674,40,3500,3000,11.05,242.4894582
1675,80,4000,1000,11.05,58.81902367
1676,50,2000,1500,11.05,234.9460444
1677,40,2000,1500,11.05,233.5424092
1678,60,3500,3000,11.05,244.0298086
1679,60,4000,2500,11.05,229.5723681
1680,70,2500,3000,11.05,245.0517415
1681,60,4000,3000,11.05,240.8460996
1682,70,2000,2500,11.05,242.9356
1683,50,3500,1000,11.05,83.09334492
1684,40,4000,1500,11.05,138.7164512
1685,80,4000,1500,11.05,141.6525884
1686,60,2500,3000,11.05,243.50438
1687,60,2500,1500,11.05,220.6323041
1688,80,3500,3000,11.05,240.3826237
1689,70,2500,2000,11.05,239.3114845
1690,60,2500,1000,11.05,147.7777556
1691,40,2000,2500,11.05,235.6236568
1692,70,3500,2500,11.05,236.0816827
1693,70,3500,1000,11.05,84.02862588
1694,80,2000,1500,11.05,231.7565436
1695,40,4000,2000,11.05,199.0097722
1696,60,4000,2000,11.05,202.6211669
1697,70,3000,1500,11.05,196.9158822
1698,80,2000,2000,11.05,240.8252999
1699,50,3500,2000,11.05,221.5685239
1700,40,3500,2500,11.05,237.2371707
1701,80,3000,3000,11.05,243.4024822
1702,80,4000,3000,11.05,234.9222675
1703,60,2000,2500,11.05,241.2839776
1704,60,2000,2000,11.05,240.9068639
1705,70,4000,2000,11.05,200.7893758
1706,80,3000,1000,11.05,109.8382502
1707,80,3500,2000,11.05,213.0035168
1708,50,2000,2500,11.05,238.2291984
1709,80,3000,2500,11.05,239.2476909
1710,40,2000,3000,11.05,236.6002215
1711,70,4000,1500,11.05,147.9382004
1712,80,4000,2000,11.05,194.6967014
1713,40,3000,2000,11.05,232.5392762
1714,40,4000,3000,11.05,239.4531851
1715,70,2500,1500,11.05,218.3784201
1716,50,3000,2500,11.05,242.282423
1717,80,2000,3000,11.05,245.1113279
1718,80,2500,1000,11.05,144.0228901
1719,80,3000,2000,11.05,227.120997
1720,80,2500,2500,11.05,242.378775
1721,60,4000,1500,11.05,147.7463179
1722,40,2000,2000,11.05,237.2008288
1723,50,3500,1500,11.05,175.3559987
1724,70,3000,3000,11.05,244.890859
1725,60,3000,3000,11.05,244.5276247
1726,60,3000,2500,11.05,242.593271
1727,50,3000,3000,11.05,242.9888375
1728,70,4000,3000,11.05,239.0605948
1729,40,3500,1500,11.05,168.9201477
1730,50,4000,1000,11.05,56.39793245
1731,40,4000,1000,11.05,43.67204285
1732,70,3000,2000,11.05,231.2479515
1733,60,3500,1000,11.05,84.89360019
1734,50,4000,3000,11.05,241.6994604
1735,70,3000,2500,11.05,241.4797389
1736,50,2000,2000,11.05,238.731924
1737,70,2500,1000,11.05,146.5970652
1738,80,2000,1000,11.05,179.6363166
1739,50,4000,1500,11.05,149.4055786
1740,40,2500,2000,11.05,238.7109253
1741,70,3500,2000,11.05,217.1300448
1742,80,3500,1000,11.05,82.55046295
1743,50,2500,2000,11.05,239.8901262
1744,50,3000,1500,11.05,199.7280557
1745,40,3500,2000,11.05,218.6702518
1746,80,4000,2500,11.05,222.1108465
1747,50,2500,1500,11.05,221.6939584
1748,50,2000,3000,11.05,239.7321983
1749,70,3000,1000,11.05,113.6822869
1750,50,3500,3000,11.9,240.7236579
1751,80,3000,1500,11.9,175.2890156
1752,60,3500,1500,11.9,155.0770537
1753,60,3000,1500,11.9,181.1675263
1754,40,2500,2500,11.9,238.4846885
1755,60,2500,2000,11.9,236.0897028
1756,50,4000,2000,11.9,186.6097383
1757,40,3000,1500,11.9,176.5463669
1758,60,2500,2500,11.9,241.6570406
1759,70,2500,2500,11.9,241.5015879
1760,40,2000,1000,11.9,158.5839714
1761,70,2000,2000,11.9,240.0891181
1762,60,4000,1000,11.9,45.87642812
1763,40,2500,1000,11.9,118.4588946
1764,70,2000,1000,11.9,165.4922232
1765,50,2500,3000,11.9,240.282899
1766,40,3000,3000,11.9,240.25469
1767,80,3500,1500,11.9,149.024985
1768,50,2500,2500,11.9,240.292395
1769,70,3500,3000,11.9,238.6059684
1770,50,3000,1000,11.9,91.63001597
1771,80,2500,2000,11.9,231.6042979
1772,60,2000,3000,11.9,241.969596
1773,60,3000,1000,11.9,93.28266484
1774,60,2000,1500,11.9,229.00509
1775,70,2000,1500,11.9,227.547112
1776,50,2500,1000,11.9,127.0113523
1777,40,4000,2500,11.9,213.5674104
1778,70,3500,1500,11.9,152.6436904
1779,80,2000,2500,11.9,241.2229537
1780,50,4000,2500,11.9,219.9911785
1781,80,3500,2500,11.9,224.6844863
1782,60,3500,2000,11.9,207.4756484
1783,70,2000,3000,11.9,243.6006159
1784,60,3500,2500,11.9,231.6796101
1785,60,3000,2000,11.9,224.0983501
1786,40,2500,1500,11.9,204.8520559
1787,80,2500,3000,11.9,242.5484638
1788,50,3000,2000,11.9,225.1289028
1789,70,4000,2500,11.9,216.6428703
1790,50,2000,1000,11.9,165.787711
1791,40,2500,3000,11.9,237.677494
1792,80,2500,1500,11.9,203.0619605
1793,40,3000,2500,11.9,237.4053876
1794,50,3500,2500,11.9,232.172267
1795,60,2000,1000,11.9,166.4175709
1796,40,3500,1000,11.9,52.83150113
1797,40,3000,1000,11.9,84.96061145
1798,70,4000,1000,11.9,51.14457291
1799,40,3500,3000,11.9,238.7827613
1800,80,4000,1000,11.9,50.22072961
1801,50,2000,1500,11.9,229.1222767
1802,40,2000,1500,11.9,226.6622946
1803,60,3500,3000,11.9,240.5892559
1804,60,4000,2500,11.9,218.7531949
1805,70,2500,3000,11.9,243.6675318
1806,60,4000,3000,11.9,234.6462783
1807,70,2000,2500,11.9,242.1488595
1808,50,3500,1000,11.9,65.66342748
1809,40,4000,1500,11.9,112.7728662
1810,80,4000,1500,11.9,122.1325485
1811,60,2500,3000,11.9,242.7940812
1812,60,2500,1500,11.9,208.8362625
1813,80,3500,3000,11.9,235.3416097
1814,70,2500,2000,11.9,234.526368
1815,60,2500,1000,11.9,128.5190163
1816,40,2000,2500,11.9,235.2829127
1817,70,3500,2500,11.9,228.7575943
1818,70,3500,1000,11.9,69.21363247
1819,80,2000,1500,11.9,224.8802293
1820,40,4000,2000,11.9,176.8130196
1821,60,4000,2000,11.9,185.3157915
1822,70,3000,1500,11.9,180.5603655
1823,80,2000,2000,11.9,238.4271054
1824,50,3500,2000,11.9,207.6460741
1825,40,3500,2500,11.9,228.7738299
1826,80,3000,3000,11.9,240.129431
1827,80,4000,3000,11.9,227.4985048
1828,60,2000,2500,11.9,241.0857362
1829,60,2000,2000,11.9,240.0537944
1830,70,4000,2000,11.9,184.3838675
1831,80,3000,1000,11.9,92.96037702
1832,80,3500,2000,11.9,199.7303056
1833,50,2000,2500,11.9,238.3014843
1834,80,3000,2500,11.9,234.105761
1835,40,2000,3000,11.9,235.016325
1836,70,4000,1500,11.9,127.7830503
1837,80,4000,2000,11.9,177.9825877
1838,40,3000,2000,11.9,222.1398475
1839,40,4000,3000,11.9,231.702457
1840,70,2500,1500,11.9,206.4985927
1841,50,3000,2500,11.9,239.1101711
1842,80,2000,3000,11.9,243.300391
1843,80,2500,1000,11.9,125.7733212
1844,80,3000,2000,11.9,217.716616
1845,80,2500,2500,11.9,239.6179036
1846,60,4000,1500,11.9,126.54927
1847,40,2000,2000,11.9,236.7128842
1848,50,3500,1500,11.9,153.8809805
1849,70,3000,3000,11.9,242.4493058
1850,60,3000,3000,11.9,242.8422294
1851,60,3000,2500,11.9,238.8752317
1852,50,3000,3000,11.9,241.8811935
1853,70,4000,3000,11.9,232.5187005
1854,40,3500,1500,11.9,144.1794892
1855,50,4000,1000,11.9,41.13361017
1856,40,4000,1000,11.9,26.8171219
1857,70,3000,2000,11.9,222.4788672
1858,60,3500,1000,11.9,68.67066896
1859,50,4000,3000,11.9,235.7962493
1860,70,3000,2500,11.9,237.2604717
1861,50,2000,2000,11.9,238.4492675
1862,70,2500,1000,11.9,127.8721822
1863,80,2000,1000,11.9,163.3055539
1864,50,4000,1500,11.9,126.3084401
1865,40,2500,2000,11.9,234.2851344
1866,70,3500,2000,11.9,204.1734415
1867,80,3500,1000,11.9,68.88221893
1868,50,2500,2000,11.9,236.2457659
1869,50,3000,1500,11.9,181.7885259
1870,40,3500,2000,11.9,201.8765315
1871,80,4000,2500,11.9,210.8074473
1872,50,2500,1500,11.9,209.5014108
1873,50,2000,3000,11.9,238.6958319
1874,70,3000,1000,11.9,95.89791951
1875,50,3500,3000,12.75,234.6008378
1876,80,3000,1500,12.75,163.7154239
1877,60,3500,1500,12.75,141.8439256
1878,60,3000,1500,12.75,167.8367447
1879,40,2500,2500,12.75,234.3086931
1880,60,2500,2000,12.75,229.6509029
1881,50,4000,2000,12.75,170.910954
1882,40,3000,1500,12.75,159.3450798
1883,60,2500,2500,12.75,238.9446717
1884,70,2500,2500,12.75,238.3093786
1885,40,2000,1000,12.75,143.485689
1886,70,2000,2000,12.75,236.9358358
1887,60,4000,1000,12.75,45.13823405
1888,40,2500,1000,12.75,105.0077337
1889,70,2000,1000,12.75,153.3246097
1890,50,2500,3000,12.75,239.5027498
1891,40,3000,3000,12.75,235.5364731
1892,80,3500,1500,12.75,137.8900339
1893,50,2500,2500,12.75,237.6284118
1894,70,3500,3000,12.75,232.8149965
1895,50,3000,1000,12.75,83.04051405
1896,80,2500,2000,12.75,225.1164337
1897,60,2000,3000,12.75,241.8573811
1898,60,3000,1000,12.75,86.29614879
1899,60,2000,1500,12.75,220.6492173
1900,70,2000,1500,12.75,219.4516887
1901,50,2500,1000,12.75,115.3677582
1902,40,4000,2500,12.75,197.4904938
1903,70,3500,1500,12.75,140.6113043
1904,80,2000,2500,12.75,239.4572996
1905,50,4000,2500,12.75,207.1286245
1906,80,3500,2500,12.75,216.449924
1907,60,3500,2000,12.75,195.030334
1908,70,2000,3000,12.75,242.8958126
1909,60,3500,2500,12.75,222.8714722
1910,60,3000,2000,12.75,214.0177922
1911,40,2500,1500,12.75,189.2781029
1912,80,2500,3000,12.75,240.1549099
1913,50,3000,2000,12.75,213.8752324
1914,70,4000,2500,12.75,206.1733064
1915,50,2000,1000,12.75,152.059155
1916,40,2500,3000,12.75,235.8045894
1917,80,2500,1500,12.75,192.5664252
1918,40,3000,2500,12.75,228.9925969
1919,50,3500,2500,12.75,222.2601404
1920,60,2000,1000,12.75,153.5263772
1921,40,3500,1000,12.75,46.14618952
1922,40,3000,1000,12.75,74.76384245
1923,70,4000,1000,12.75,51.82766755
1924,40,3500,3000,12.75,230.4075729
1925,80,4000,1000,12.75,52.73866515
1926,50,2000,1500,12.75,220.0928854
1927,40,2000,1500,12.75,215.4831051
1928,60,3500,3000,12.75,234.9437886
1929,60,4000,2500,12.75,207.1995369
1930,70,2500,3000,12.75,241.9615161
1931,60,4000,3000,12.75,226.2232876
1932,70,2000,2500,12.75,241.0330875
1933,50,3500,1000,12.75,60.19047494
1934,40,4000,1500,12.75,97.78754025
1935,80,4000,1500,12.75,112.7849005
1936,60,2500,3000,12.75,241.7642138
1937,60,2500,1500,12.75,197.07375
1938,80,3500,3000,12.75,229.3436919
1939,70,2500,2000,12.75,228.1093366
1940,60,2500,1000,12.75,117.7788936
1941,40,2000,2500,12.75,234.2502144
1942,70,3500,2500,12.75,220.3317247
1943,70,3500,1000,12.75,66.78704298
1944,80,2000,1500,12.75,216.9386509
1945,40,4000,2000,12.75,158.3940536
1946,60,4000,2000,12.75,171.3578722
1947,70,3000,1500,12.75,168.3012537
1948,80,2000,2000,12.75,234.7784763
1949,50,3500,2000,12.75,193.507533
1950,40,3500,2500,12.75,216.130668
1951,80,3000,3000,12.75,236.0165963
1952,80,4000,3000,12.75,219.547892
1953,60,2000,2500,12.75,240.6179206
1954,60,2000,2000,12.75,237.3744877
1955,70,4000,2000,12.75,171.8302555
1956,80,3000,1000,12.75,87.54827611
1957,80,3500,2000,12.75,188.8598514
1958,50,2000,2500,12.75,238.1669332
1959,80,3000,2500,12.75,227.9619845
1960,40,2000,3000,12.75,234.6560451
1961,70,4000,1500,12.75,117.1621435
1962,80,4000,2000,12.75,166.2215102
1963,40,3000,2000,12.75,208.3701201
1964,40,4000,3000,12.75,219.506408
1965,70,2500,1500,12.75,195.4753973
1966,50,3000,2500,12.75,232.6995361
1967,80,2000,3000,12.75,241.9354909
1968,80,2500,1000,12.75,116.4898917
1969,80,3000,2000,12.75,208.5747589
1970,80,2500,2500,12.75,235.904406
1971,60,4000,1500,12.75,114.9714524
1972,40,2000,2000,12.75,232.6750885
1973,50,3500,1500,12.75,139.12501
1974,70,3000,3000,12.75,238.8994409
1975,60,3000,3000,12.75,239.6349969
1976,60,3000,2500,12.75,232.9111149
1977,50,3000,3000,12.75,238.6789638
1978,70,4000,3000,12.75,224.6198109
1979,40,3500,1500,12.75,127.4669763
1980,50,4000,1000,12.75,38.45225027
1981,40,4000,1000,12.75,23.67027072
1982,70,3000,2000,12.75,213.1023013
1983,60,3500,1000,12.75,64.62277425
1984,50,4000,3000,12.75,226.536346
1985,70,3000,2500,12.75,231.4748611
1986,50,2000,2000,12.75,235.8470855
1987,70,2500,1000,12.75,117.8476415
1988,80,2000,1000,12.75,151.7716273
1989,50,4000,1500,12.75,113.1579442
1990,40,2500,2000,12.75,225.1426661
1991,70,3500,2000,12.75,192.6927556
1992,80,3500,1000,12.75,67.52577191
1993,50,2500,2000,12.75,229.2801224
1994,50,3000,1500,12.75,166.8285894
1995,40,3500,2000,12.75,184.9537166
1996,80,4000,2500,12.75,200.6511886
1997,50,2500,1500,12.75,196.4693438
1998,50,2000,3000,12.75,238.8517022
1999,70,3000,1000,12.75,89.45387277
2000,50,3500,3000,13.6,225.1832922
2001,80,3000,1500,13.6,157.3441585
2002,60,3500,1500,13.6,135.5397471
2003,60,3000,1500,13.6,158.1683664
2004,40,2500,2500,13.6,226.7056696
2005,60,2500,2000,13.6,220.7788068
2006,50,4000,2000,13.6,158.104274
2007,40,3000,1500,13.6,145.7286945
2008,60,2500,2500,13.6,234.6316852
2009,70,2500,2500,13.6,233.8514763
2010,40,2000,1000,13.6,133.4282098
2011,70,2000,2000,13.6,232.231618
2012,60,4000,1000,13.6,56.62980736
2013,40,2500,1000,13.6,101.2685381
2014,70,2000,1000,13.6,145.8254397
2015,50,2500,3000,13.6,238.3415116
2016,40,3000,3000,13.6,227.3926455
2017,80,3500,1500,13.6,134.9068713
2018,50,2500,2500,13.6,232.845858
2019,70,3500,3000,13.6,225.4605908
2020,50,3000,1000,13.6,86.37900397
2021,80,2500,2000,13.6,217.4969853
2022,60,2000,3000,13.6,242.6298826
2023,60,3000,1000,13.6,91.26313612
2024,60,2000,1500,13.6,209.9647731
2025,70,2000,1500,13.6,209.7407152
2026,50,2500,1000,13.6,112.776774
2027,40,4000,2500,13.6,179.4788167
2028,70,3500,1500,13.6,136.0470073
2029,80,2000,2500,13.6,237.343964
2030,50,4000,2500,13.6,192.4295876
2031,80,3500,2500,13.6,207.8939406
2032,60,3500,2000,13.6,183.1023638
2033,70,2000,3000,13.6,242.8163108
2034,60,3500,2500,13.6,211.929953
2035,60,3000,2000,13.6,202.4402825
2036,40,2500,1500,13.6,172.6341587
2037,80,2500,3000,13.6,237.4697097
2038,50,3000,2000,13.6,200.0032933
2039,70,4000,2500,13.6,195.7594013
2040,50,2000,1000,13.6,142.3853795
2041,40,2500,3000,13.6,232.84185
2042,80,2500,1500,13.6,183.6557206
2043,40,3000,2500,13.6,215.7168042
2044,50,3500,2500,13.6,209.0802918
2045,60,2000,1000,13.6,144.9911959
2046,40,3500,1000,13.6,52.96560511
2047,40,3000,1000,13.6,76.46417993
2048,70,4000,1000,13.6,64.33029278
2049,40,3500,3000,13.6,217.1771498
2050,80,4000,1000,13.6,66.817488
2051,50,2000,1500,13.6,207.7296432
2052,40,2000,1500,13.6,199.8328743
2053,60,3500,3000,13.6,227.0052083
2054,60,4000,2500,13.6,194.882014
2055,70,2500,3000,13.6,239.9208221
2056,60,4000,3000,13.6,215.4881989
2057,70,2000,2500,13.6,239.5751225
2058,50,3500,1000,13.6,67.15277508
2059,40,4000,1500,13.6,94.19881222
2060,80,4000,1500,13.6,114.0165479
2061,60,2500,3000,13.6,240.4019947
2062,60,2500,1500,13.6,185.3461078
2063,80,3500,3000,13.6,222.3505936
