,Travel_length,Welding_speed,Net_energy_input,Position,Stress
714,40,4000,3000,4.25,356.5013643
715,70,2500,1500,4.25,308.4882063
716,50,3000,2500,4.25,348.4669291
717,80,2000,3000,4.25,341.5615357
718,80,2500,1000,4.25,273.8019304
719,80,3000,2000,4.25,329.6947494
720,80,2500,2500,4.25,348.571978
721,60,4000,1500,4.25,290.9671646
722,40,2000,2000,4.25,335.4918626
723,50,3500,1500,4.25,289.1212797
724,70,3000,3000,4.25,352.7288748
725,60,3000,3000,4.25,351.4444709
726,60,3000,2500,4.25,349.8392515
727,50,3000,3000,4.25,350.0239805
728,70,4000,3000,4.25,358.8959331
729,40,3500,1500,4.25,288.1921006
730,50,4000,1000,4.25,270.090455
731,40,4000,1000,4.25,267.0542958
732,70,3000,2000,4.25,329.6480526
733,60,3500,1000,4.25,272.8675631
734,50,4000,3000,4.25,356.5813939
735,70,3000,2500,4.25,350.386569
736,50,2000,2000,4.25,336.7460522
737,70,2500,1000,4.25,273.5584832
738,80,2000,1000,4.25,274.1069817
739,50,4000,1500,4.25,289.8763326
740,40,2500,2000,4.25,338.1711927
741,70,3500,2000,4.25,323.4613687
742,80,3500,1000,4.25,274.5512086
743,50,2500,2000,4.25,341.5465167
744,50,3000,1500,4.25,290.8630181
745,40,3500,2000,4.25,321.3761672
746,80,4000,2500,4.25,339.2297205
747,50,2500,1500,4.25,299.6313152
748,50,2000,3000,4.25,339.2887886
749,70,3000,1000,4.25,276.2153896
750,50,3500,3000,5.1,334.2132697
751,80,3000,1500,5.1,276.7891238
752,60,3500,1500,5.1,273.0634538
753,60,3000,1500,5.1,274.0167884
754,40,2500,2500,5.1,330.7767786
755,60,2500,2000,5.1,302.1845811
756,50,4000,2000,5.1,283.8484078
757,40,3000,1500,5.1,272.2646374
758,60,2500,2500,5.1,332.7903398
759,70,2500,2500,5.1,334.6241638
760,40,2000,1000,5.1,254.9296847
761,70,2000,2000,5.1,318.6740167
762,60,4000,1000,5.1,264.6897501
763,40,2500,1000,5.1,255.7533343
764,70,2000,1000,5.1,262.3384043
765,50,2500,3000,5.1,346.2145628
766,40,3000,3000,5.1,338.0029867
767,80,3500,1500,5.1,275.2706043
768,50,2500,2500,5.1,331.2100669
769,70,3500,3000,5.1,336.6374645
770,50,3000,1000,5.1,261.4887258
771,80,2500,2000,5.1,304.5271619
772,60,2000,3000,5.1,342.7597557
773,60,3000,1000,5.1,264.0150036
774,60,2000,1500,5.1,279.17944
775,70,2000,1500,5.1,280.9449779
776,50,2500,1000,5.1,258.5928354
777,40,4000,2500,5.1,301.7813187
778,70,3500,1500,5.1,274.7396004
779,80,2000,2500,5.1,344.577964
780,50,4000,2500,5.1,303.519511
781,80,3500,2500,5.1,314.0788017
782,60,3500,2000,5.1,287.5255099
783,70,2000,3000,5.1,344.8638143
784,60,3500,2500,5.1,312.1948635
785,60,3000,2000,5.1,293.0343817
786,40,2500,1500,5.1,275.7822618
787,80,2500,3000,5.1,351.0989453
788,50,3000,2000,5.1,291.9835503
789,70,4000,2500,5.1,305.4777565
790,50,2000,1000,5.1,257.5803156
791,40,2500,3000,5.1,344.903982
792,80,2500,1500,5.1,277.0182273
793,40,3000,2500,5.1,313.7914433
794,50,3500,2500,5.1,311.0662693
795,60,2000,1000,5.1,260.4375678
796,40,3500,1000,5.1,259.330779
797,40,3000,1000,5.1,259.0208704
798,70,4000,1000,5.1,266.0593333
799,40,3500,3000,5.1,334.3673159
800,80,4000,1000,5.1,266.0481526
801,50,2000,1500,5.1,276.9467913
802,40,2000,1500,5.1,274.7088253
803,60,3500,3000,5.1,335.2679791
804,60,4000,2500,5.1,302.2321734
805,70,2500,3000,5.1,350.4136182
806,60,4000,3000,5.1,320.3274909
807,70,2000,2500,5.1,342.9964955
808,50,3500,1000,5.1,262.0859457
809,40,4000,1500,5.1,269.2096583
810,80,4000,1500,5.1,275.1183899
811,60,2500,3000,5.1,348.3932988
812,60,2500,1500,5.1,276.6144607
813,80,3500,3000,5.1,337.1250441
814,70,2500,2000,5.1,303.8618339
815,60,2500,1000,5.1,261.4571731
816,40,2000,2500,5.1,335.0720675
817,70,3500,2500,5.1,313.568259
818,70,3500,1000,5.1,266.0474317
819,80,2000,1500,5.1,281.6644029
820,40,4000,2000,5.1,286.0655274
821,60,4000,2000,5.1,287.8801245
822,70,3000,1500,5.1,277.6904565
823,80,2000,2000,5.1,319.1828973
824,50,3500,2000,5.1,286.1647224
825,40,3500,2500,5.1,310.8237775
826,80,3000,3000,5.1,341.8976266
827,80,4000,3000,5.1,322.0147251
828,60,2000,2500,5.1,339.1917609
829,60,2000,2000,5.1,317.0577274
830,70,4000,2000,5.1,286.6095385
831,80,3000,1000,5.1,266.2444579
832,80,3500,2000,5.1,289.5037008
833,50,2000,2500,5.1,336.654766
834,80,3000,2500,5.1,315.6400313
835,40,2000,3000,5.1,337.2513679
836,70,4000,1500,5.1,275.0275127
837,80,4000,2000,5.1,289.6423576
838,40,3000,2000,5.1,292.7203218
839,40,4000,3000,5.1,319.9401582
840,70,2500,1500,5.1,276.4430864
841,50,3000,2500,5.1,312.4441776
842,80,2000,3000,5.1,344.9079628
843,80,2500,1000,5.1,263.9820093
844,80,3000,2000,5.1,295.304096
845,80,2500,2500,5.1,335.4319737
846,60,4000,1500,5.1,272.9506023
847,40,2000,2000,5.1,314.2906444
848,50,3500,1500,5.1,270.835052
849,70,3000,3000,5.1,341.2861731
850,60,3000,3000,5.1,339.2464044
851,60,3000,2500,5.1,313.3326972
852,50,3000,3000,5.1,337.8858854
853,70,4000,3000,5.1,322.1106109
854,40,3500,1500,5.1,269.6182307
855,50,4000,1000,5.1,262.6396734
856,40,4000,1000,5.1,260.2108744
857,70,3000,2000,5.1,295.2136403
858,60,3500,1000,5.1,264.5780109
859,50,4000,3000,5.1,320.0368548
860,70,3000,2500,5.1,328.6106224
861,50,2000,2000,5.1,315.3729275
862,70,2500,1000,5.1,263.4146358
863,80,2000,1000,5.1,262.9796045
864,50,4000,1500,5.1,271.1153202
865,40,2500,2000,5.1,298.354261
866,70,3500,2000,5.1,288.9060095
867,80,3500,1000,5.1,266.4019416
868,50,2500,2000,5.1,300.7939181
869,50,3000,1500,5.1,272.2323335
870,40,3500,2000,5.1,286.2559313
871,80,4000,2500,5.1,303.8559366
872,50,2500,1500,5.1,277.0220465
873,50,2000,3000,5.1,340.3183263
874,70,3000,1000,5.1,266.321206
875,50,3500,3000,5.95,291.2714088
876,80,3000,1500,5.95,264.4616754
877,60,3500,1500,5.95,261.5415824
878,60,3000,1500,5.95,261.2445697
879,40,2500,2500,5.95,289.0949455
880,60,2500,2000,5.95,276.0184356
881,50,4000,2000,5.95,266.7376027
882,40,3000,1500,5.95,258.3052671
883,60,2500,2500,5.95,289.8207028
884,70,2500,2500,5.95,291.529618
885,40,2000,1000,5.95,248.0694513
886,70,2000,2000,5.95,275.1848168
887,60,4000,1000,5.95,256.2619176
888,40,2500,1000,5.95,250.8451623
889,70,2000,1000,5.95,255.865271
890,50,2500,3000,5.95,317.484604
891,40,3000,3000,5.95,298.680596
892,80,3500,1500,5.95,264.1117113
893,50,2500,2500,5.95,288.7505148
894,70,3500,3000,5.95,293.3679522
895,50,3000,1000,5.95,257.0215296
896,80,2500,2000,5.95,278.8915813
897,60,2000,3000,5.95,338.9745562
898,60,3000,1000,5.95,259.0642543
899,60,2000,1500,5.95,262.8656081
900,70,2000,1500,5.95,265.0637086
901,50,2500,1000,5.95,253.3673273
902,40,4000,2500,5.95,279.6100398
903,70,3500,1500,5.95,263.4281023
904,80,2000,2500,5.95,313.5851394
905,50,4000,2500,5.95,276.6643556
906,80,3500,2500,5.95,285.9943229
907,60,3500,2000,5.95,270.0462891
908,70,2000,3000,5.95,341.4358577
909,60,3500,2500,5.95,283.6643621
910,60,3000,2000,5.95,273.6158332
911,40,2500,1500,5.95,259.841703
912,80,2500,3000,5.95,322.1469994
913,50,3000,2000,5.95,272.2541004
914,70,4000,2500,5.95,279.5171265
915,50,2000,1000,5.95,250.887377
916,40,2500,3000,5.95,316.9443379
917,80,2500,1500,5.95,263.9347888
918,40,3000,2500,5.95,287.4201009
919,50,3500,2500,5.95,282.4933177
920,60,2000,1000,5.95,253.8901748
921,40,3500,1000,5.95,255.6808437
922,40,3000,1000,5.95,254.4397158
923,70,4000,1000,5.95,256.8045098
924,40,3500,3000,5.95,292.0115736
925,80,4000,1000,5.95,255.1883147
926,50,2000,1500,5.95,260.3103585
927,40,2000,1500,5.95,258.6608283
928,60,3500,3000,5.95,292.0413358
929,60,4000,2500,5.95,280.2396241
930,70,2500,3000,5.95,321.2887145
931,60,4000,3000,5.95,290.5547666
932,70,2000,2500,5.95,311.4933271
933,50,3500,1000,5.95,257.4531381
934,40,4000,1500,5.95,258.5061054
935,80,4000,1500,5.95,264.7173233
936,60,2500,3000,5.95,319.2432463
937,60,2500,1500,5.95,261.3617672
938,80,3500,3000,5.95,294.0670549
939,70,2500,2000,5.95,277.9387844
940,60,2500,1000,5.95,256.1886203
941,40,2000,2500,5.95,303.4576831
942,70,3500,2500,5.95,285.2377875
943,70,3500,1000,5.95,259.5223222
944,80,2000,1500,5.95,266.1534632
945,40,4000,2000,5.95,268.006973
946,60,4000,2000,5.95,270.347
947,70,3000,1500,5.95,264.2419257
948,80,2000,2000,5.95,276.1158085
949,50,3500,2000,5.95,268.3621106
950,40,3500,2500,5.95,282.6806066
951,80,3000,3000,5.95,300.6615253
952,80,4000,3000,5.95,292.5926053
953,60,2000,2500,5.95,306.1182492
954,60,2000,2000,5.95,273.4399859
955,70,4000,2000,5.95,270.369865
956,80,3000,1000,5.95,260.2369515
957,80,3500,2000,5.95,272.8083011
958,50,2000,2500,5.95,304.1332977
959,80,3000,2500,5.95,288.8801315
960,40,2000,3000,5.95,330.0303958
961,70,4000,1500,5.95,264.3767554
962,80,4000,2000,5.95,272.8236515
963,40,3000,2000,5.95,272.9781344
964,40,4000,3000,5.95,290.5410097
965,70,2500,1500,5.95,263.1137921
966,50,3000,2500,5.95,285.3351062
967,80,2000,3000,5.95,341.9403973
968,80,2500,1000,5.95,258.356872
969,80,3000,2000,5.95,276.6202495
970,80,2500,2500,5.95,292.3643818
971,60,4000,1500,5.95,262.5281087
972,40,2000,2000,5.95,271.9894202
973,50,3500,1500,5.95,259.0069757
974,70,3000,3000,5.95,300.3251789
975,60,3000,3000,5.95,298.1302925
976,60,3000,2500,5.95,286.1446806
977,50,3000,3000,5.95,297.424109
978,70,4000,3000,5.95,292.5645097
979,40,3500,1500,5.95,257.5199669
980,50,4000,1000,5.95,256.0745205
981,40,4000,1000,5.95,254.9146461
982,70,3000,2000,5.95,276.1189066
983,60,3500,1000,5.95,259.0099421
984,50,4000,3000,5.95,290.3816692
985,70,3000,2500,5.95,284.1725807
986,50,2000,2000,5.95,272.0415889
987,70,2500,1000,5.95,257.9951924
988,80,2000,1000,5.95,256.5163862
989,50,4000,1500,5.95,260.2034087
990,40,2500,2000,5.95,274.0135105
991,70,3500,2000,5.95,271.8965079
992,80,3500,1000,5.95,259.0386906
993,50,2500,2000,5.95,274.6063345
994,50,3000,1500,5.95,259.0109665
995,40,3500,2000,5.95,268.3966327
996,80,4000,2500,5.95,282.5991607
997,50,2500,1500,5.95,260.3589373
998,50,2000,3000,5.95,332.4971871
999,70,3000,1000,5.95,260.4347504
1000,50,3500,3000,6.8,273.6147256
1001,80,3000,1500,6.8,257.6533683
1002,60,3500,1500,6.8,256.4801282
1003,60,3000,1500,6.8,255.0259335
1004,40,2500,2500,6.8,270.9861623
1005,60,2500,2000,6.8,261.4157424
1006,50,4000,2000,6.8,257.0993322
1007,40,3000,1500,6.8,251.3801972
1008,60,2500,2500,6.8,271.63566
1009,70,2500,2500,6.8,273.6174162
1010,40,2000,1000,6.8,246.1821055
1011,70,2000,2000,6.8,262.4198128
1012,60,4000,1000,6.8,234.0683979
1013,40,2500,1000,6.8,249.5025643
1014,70,2000,1000,6.8,252.5924258
1015,50,2500,3000,6.8,281.461065
1016,40,3000,3000,6.8,279.1413673
1017,80,3500,1500,6.8,257.8927961
1018,50,2500,2500,6.8,270.4024618
1019,70,3500,3000,6.8,276.3526738
1020,50,3000,1000,6.8,251.4057352
1021,80,2500,2000,6.8,264.9684746
1022,60,2000,3000,6.8,295.9366937
1023,60,3000,1000,6.8,251.5940504
1024,60,2000,1500,6.8,252.4301928
1025,70,2000,1500,6.8,254.9720117
1026,50,2500,1000,6.8,251.011071
1027,40,4000,2500,6.8,264.4655804
1028,70,3500,1500,6.8,257.785801
1029,80,2000,2500,6.8,277.3166404
1030,50,4000,2500,6.8,262.3483543
1031,80,3500,2500,6.8,270.4119355
1032,60,3500,2000,6.8,259.1292616
1033,70,2000,3000,6.8,298.1346406
1034,60,3500,2500,6.8,267.4694779
1035,60,3000,2000,6.8,260.7431
1036,40,2500,1500,6.8,250.4547754
1037,80,2500,3000,6.8,285.4558977
1038,50,3000,2000,6.8,258.8765323
1039,70,4000,2500,6.8,265.9611864
1040,50,2000,1000,6.8,248.7290488
1041,40,2500,3000,6.8,281.6591719
1042,80,2500,1500,6.8,255.9854206
1043,40,3000,2500,6.8,269.9579384
1044,50,3500,2500,6.8,265.9065837
1045,60,2000,1000,6.8,251.240874
1046,40,3500,1000,6.8,246.7016851
1047,40,3000,1000,6.8,250.4742744
1048,70,4000,1000,6.8,234.0986174
1049,40,3500,3000,6.8,274.4588459
1050,80,4000,1000,6.8,230.0402555
1051,50,2000,1500,6.8,249.4951873
1052,40,2000,1500,6.8,248.0854843
1053,60,3500,3000,6.8,274.6689758
1054,60,4000,2500,6.8,265.6740375
1055,70,2500,3000,6.8,284.6223002
1056,60,4000,3000,6.8,272.5650949
1057,70,2000,2500,6.8,275.6375928
1058,50,3500,1000,6.8,246.3181865
1059,40,4000,1500,6.8,255.292963
1060,80,4000,1500,6.8,257.7855126
1061,60,2500,3000,6.8,282.7711258
1062,60,2500,1500,6.8,252.9682539
1063,80,3500,3000,6.8,277.3561541
1064,70,2500,2000,6.8,263.7210243
1065,60,2500,1000,6.8,252.7593793
1066,40,2000,2500,6.8,271.1671891
1067,70,3500,2500,6.8,269.3998869
1068,70,3500,1000,6.8,244.7509771
1069,80,2000,1500,6.8,256.2359049
1070,40,4000,2000,6.8,257.7449757
1071,60,4000,2000,6.8,260.4645386
1072,70,3000,1500,6.8,257.1868083
1073,80,2000,2000,6.8,263.807498
1074,50,3500,2000,6.8,257.0959854
1075,40,3500,2500,6.8,266.288336
1076,80,3000,3000,6.8,281.434216
1077,80,4000,3000,6.8,275.1966124
1078,60,2000,2500,6.8,272.9366893
1079,60,2000,2000,6.8,260.1496438
1080,70,4000,2000,6.8,260.9565892
1081,80,3000,1000,6.8,250.091234
1082,80,3500,2000,6.8,262.1309582
1083,50,2000,2500,6.8,271.1876973
1084,80,3000,2500,6.8,272.7694919
1085,40,2000,3000,6.8,289.2493638
1086,70,4000,1500,6.8,258.4147596
1087,80,4000,2000,6.8,262.8310908
1088,40,3000,2000,6.8,259.2298941
1089,40,4000,3000,6.8,272.1670187
1090,70,2500,1500,6.8,255.0783941
1091,50,3000,2500,6.8,268.3601759
1092,80,2000,3000,6.8,298.6048805
1093,80,2500,1000,6.8,252.7100438
1094,80,3000,2000,6.8,264.1537145
1095,80,2500,2500,6.8,274.7451052
1096,60,4000,1500,6.8,257.5767412
1097,40,2000,2000,6.8,258.3699734
1098,50,3500,1500,6.8,254.3154493
1099,70,3000,3000,6.8,280.8287849
1100,60,3000,3000,6.8,278.4686147
1101,60,3000,2500,6.8,269.510841
1102,50,3000,3000,6.8,277.6647554
1103,70,4000,3000,6.8,274.7740178
1104,40,3500,1500,6.8,252.9906301
1105,50,4000,1000,6.8,237.074488
1106,40,4000,1000,6.8,237.5242149
1107,70,3000,2000,6.8,263.3159743
1108,60,3500,1000,6.8,245.9763533
1109,50,4000,3000,6.8,271.9144043
1110,70,3000,2500,6.8,269.3275259
1111,50,2000,2000,6.8,258.3733436
1112,70,2500,1000,6.8,253.3927832
1113,80,2000,1000,6.8,252.6112155
1114,50,4000,1500,6.8,256.0983152
1115,40,2500,2000,6.8,259.5355356
1116,70,3500,2000,6.8,261.1887221
1117,80,3500,1000,6.8,242.8171145
1118,50,2500,2000,6.8,259.5748476
1119,50,3000,1500,6.8,252.6311131
1120,40,3500,2000,6.8,256.8679905
1121,80,4000,2500,6.8,268.5161354
1122,50,2500,1500,6.8,251.2594967
1123,50,2000,3000,6.8,290.8983251
1124,70,3000,1000,6.8,251.7674947
1125,50,3500,3000,7.65,260.3387122
1126,80,3000,1500,7.65,252.981083
1127,60,3500,1500,7.65,253.0420322
1128,60,3000,1500,7.65,252.3222904
1129,40,2500,2500,7.65,257.2919091
1130,60,2500,2000,7.65,251.8478398
1131,50,4000,2000,7.65,253.2407468
1132,40,3000,1500,7.65,249.4684876
1133,60,2500,2500,7.65,258.4800118
1134,70,2500,2500,7.65,260.7745636
1135,40,2000,1000,7.65,245.4741926
1136,70,2000,2000,7.65,252.6329959
1137,60,4000,1000,7.65,198.8604578
1138,40,2500,1000,7.65,245.3584888
1139,70,2000,1000,7.65,248.5343522
1140,50,2500,3000,7.65,265.2989508
1141,40,3000,3000,7.65,264.2306747
1142,80,3500,1500,7.65,251.6701817
1143,50,2500,2500,7.65,256.8441755
1144,70,3500,3000,7.65,263.7640832
1145,50,3000,1000,7.65,237.089679
1146,80,2500,2000,7.65,255.7215906
1147,60,2000,3000,7.65,270.445739
1148,60,3000,1000,7.65,235.2404338
1149,60,2000,1500,7.65,246.6999429
1150,70,2000,1500,7.65,249.3073695
1151,50,2500,1000,7.65,245.2807979
1152,40,4000,2500,7.65,255.3256456
1153,70,3500,1500,7.65,252.8661696
1154,80,2000,2500,7.65,263.4784724
1155,50,4000,2500,7.65,253.8690711
1156,80,3500,2500,7.65,260.1361234
1157,60,3500,2000,7.65,253.6209306
1158,70,2000,3000,7.65,272.5714288
1159,60,3500,2500,7.65,256.9968344
1160,60,3000,2000,7.65,253.1611587
1161,40,2500,1500,7.65,246.309076
1162,80,2500,3000,7.65,270.0070734
1163,50,3000,2000,7.65,250.8582824
1164,70,4000,2500,7.65,257.770147
1165,50,2000,1000,7.65,247.1165888
1166,40,2500,3000,7.65,265.5561087
1167,80,2500,1500,7.65,251.5952654
1168,40,3000,2500,7.65,257.0192836
1169,50,3500,2500,7.65,254.99001
1170,60,2000,1000,7.65,248.4162609
1171,40,3500,1000,7.65,225.2286889
1172,40,3000,1000,7.65,238.9012109
1173,70,4000,1000,7.65,198.9812754
1174,40,3500,3000,7.65,261.0727563
1175,80,4000,1000,7.65,193.3663138
1176,50,2000,1500,7.65,243.5263181
1177,40,2000,1500,7.65,242.1745306
1178,60,3500,3000,7.65,261.7925138
1179,60,4000,2500,7.65,257.0337801
1180,70,2500,3000,7.65,268.9305184
1181,60,4000,3000,7.65,260.5466989
1182,70,2000,2500,7.65,262.2359399
1183,50,3500,1000,7.65,222.691095
1184,40,4000,1500,7.65,253.0279283
1185,80,4000,1500,7.65,247.8705353
1186,60,2500,3000,7.65,266.8257013
1187,60,2500,1500,7.65,249.299748
1188,80,3500,3000,7.65,264.8481158
1189,70,2500,2000,7.65,254.4142842
1190,60,2500,1000,7.65,245.3488322
1191,40,2000,2500,7.65,257.9603372
1192,70,3500,2500,7.65,259.1439188
1193,70,3500,1000,7.65,218.2759111
1194,80,2000,1500,7.65,250.4190555
1195,40,4000,2000,7.65,253.716298
1196,60,4000,2000,7.65,255.7321671
1197,70,3000,1500,7.65,253.2492464
1198,80,2000,2000,7.65,254.1777702
1199,50,3500,2000,7.65,251.5549114
1200,40,3500,2500,7.65,255.2380498
1201,80,3000,3000,7.65,267.3891472
1202,80,4000,3000,7.65,263.4238257
1203,60,2000,2500,7.65,260.1552195
1204,60,2000,2000,7.65,250.0056129
1205,70,4000,2000,7.65,255.8862042
1206,80,3000,1000,7.65,231.2906964
1207,80,3500,2000,7.65,255.8756537
1208,50,2000,2500,7.65,258.0890855
1209,80,3000,2500,7.65,261.3335777
1210,40,2000,3000,7.65,267.0485593
1211,70,4000,1500,7.65,250.4769244
1212,80,4000,2000,7.65,256.5274814
1213,40,3000,2000,7.65,250.6900866
1214,40,4000,3000,7.65,259.5043667
1215,70,2500,1500,7.65,251.1281627
1216,50,3000,2500,7.65,256.1678213
1217,80,2000,3000,7.65,273.1949514
1218,80,2500,1000,7.65,242.2909796
1219,80,3000,2000,7.65,256.3465276
1220,80,2500,2500,7.65,262.1091334
1221,60,4000,1500,7.65,251.0844828
1222,40,2000,2000,7.65,247.8712557
1223,50,3500,1500,7.65,252.3359866
1224,70,3000,3000,7.65,266.5448504
1225,60,3000,3000,7.65,264.058995
1226,60,3000,2500,7.65,257.8226478
1227,50,3000,3000,7.65,262.8864442
1228,70,4000,3000,7.65,262.803253
1229,40,3500,1500,7.65,252.1564358
1230,50,4000,1000,7.65,204.6192356
1231,40,4000,1000,7.65,205.3383371
1232,70,3000,2000,7.65,255.5317135
1233,60,3500,1000,7.65,220.7321013
1234,50,4000,3000,7.65,259.289761
1235,70,3000,2500,7.65,258.5679411
1236,50,2000,2000,7.65,247.7788156
1237,70,2500,1000,7.65,244.3551526
1238,80,2000,1000,7.65,247.4296307
1239,50,4000,1500,7.65,252.1855292
1240,40,2500,2000,7.65,249.5398026
1241,70,3500,2000,7.65,255.4057279
1242,80,3500,1000,7.65,215.3139762
1243,50,2500,2000,7.65,249.5775746
1244,50,3000,1500,7.65,250.5723684
1245,40,3500,2000,7.65,251.1637529
1246,80,4000,2500,7.65,259.6344847
1247,50,2500,1500,7.65,247.3035866
1248,50,2000,3000,7.65,268.415878
1249,70,3000,1000,7.65,234.769211
1250,50,3500,3000,8.5,252.4250278
1251,80,3000,1500,8.5,246.3264624
1252,60,3500,1500,8.5,245.0117155
1253,60,3000,1500,8.5,248.7466109
1254,40,2500,2500,8.5,248.1939547
1255,60,2500,2000,8.5,247.5965297
1256,50,4000,2000,8.5,252.0457255
1257,40,3000,1500,8.5,249.2880893
1258,60,2500,2500,8.5,250.3697359
1259,70,2500,2500,8.5,252.8635263
1260,40,2000,1000,8.5,240.8052709
1261,70,2000,2000,8.5,247.2523158
1262,60,4000,1000,8.5,157.2683056
1263,40,2500,1000,8.5,231.6113191
1264,70,2000,1000,8.5,240.0279833
1265,50,2500,3000,8.5,254.0720724
1266,40,3000,3000,8.5,253.8136104
1267,80,3500,1500,8.5,240.2467847
1268,50,2500,2500,8.5,248.2036585
1269,70,3500,3000,8.5,256.3175605
1270,50,3000,1000,8.5,210.7647353
1271,80,2500,2000,8.5,250.8856253
1272,60,2000,3000,8.5,258.8057894
1273,60,3000,1000,8.5,207.5269741
1274,60,2000,1500,8.5,245.171777
1275,70,2000,1500,8.5,247.2662765
1276,50,2500,1000,8.5,230.0543698
1277,40,4000,2500,8.5,252.2752404
1278,70,3500,1500,8.5,242.928457
1279,80,2000,2500,8.5,254.3010644
1280,50,4000,2500,8.5,251.2101572
1281,80,3500,2500,8.5,254.4894345
1282,60,3500,2000,8.5,251.6302775
1283,70,2000,3000,8.5,260.9217093
1284,60,3500,2500,8.5,252.3503843
1285,60,3000,2000,8.5,250.4597517
1286,40,2500,1500,8.5,246.3189685
1287,80,2500,3000,8.5,259.6693497
1288,50,3000,2000,8.5,248.3328259
1289,70,4000,2500,8.5,253.927686
1290,50,2000,1000,8.5,241.2961297
1291,40,2500,3000,8.5,254.0130318
1292,80,2500,1500,8.5,248.2363959
1293,40,3000,2500,8.5,249.6271356
1294,50,3500,2500,8.5,250.2593698
1295,60,2000,1000,8.5,241.2120421
1296,40,3500,1000,8.5,189.492532
1297,40,3000,1000,8.5,214.100093
1298,70,4000,1000,8.5,157.3682849
1299,40,3500,3000,8.5,252.7563056
1300,80,4000,1000,8.5,151.2161154
1301,50,2000,1500,8.5,242.2216288
1302,40,2000,1500,8.5,240.9318639
1303,60,3500,3000,8.5,254.3020892
1304,60,4000,2500,8.5,253.6966736
1305,70,2500,3000,8.5,258.4826089
1306,60,4000,3000,8.5,254.6080423
1307,70,2000,2500,8.5,253.18657
1308,50,3500,1000,8.5,188.3952252
1309,40,4000,1500,8.5,241.2119326
1310,80,4000,1500,8.5,229.2297054
1311,60,2500,3000,8.5,256.0825154
1312,60,2500,1500,8.5,248.1262029
1313,80,3500,3000,8.5,257.1183439
1314,70,2500,2000,8.5,249.9971475
1315,60,2500,1000,8.5,228.9110741
1316,40,2000,2500,8.5,248.0612032
1317,70,3500,2500,8.5,254.1308125
1318,70,3500,1000,8.5,182.602879
1319,80,2000,1500,8.5,247.7028104
1320,40,4000,2000,8.5,253.1800115
1321,60,4000,2000,8.5,252.3577073
1322,70,3000,1500,8.5,248.203233
1323,80,2000,2000,8.5,248.6814727
1324,50,3500,2000,8.5,250.5187705
1325,40,3500,2500,8.5,250.2096947
1326,80,3000,3000,8.5,258.1625804
1327,80,4000,3000,8.5,256.6854964
1328,60,2000,2500,8.5,250.9418765
1329,60,2000,2000,8.5,244.442939
1330,70,4000,2000,8.5,251.2019847
1331,80,3000,1000,8.5,202.7114894
1332,80,3500,2000,8.5,251.4476195
1333,50,2000,2500,8.5,248.5248423
1334,80,3000,2500,8.5,254.6858371
1335,40,2000,3000,8.5,255.5783055
1336,70,4000,1500,8.5,234.0160271
1337,80,4000,2000,8.5,249.7896048
1338,40,3000,2000,8.5,247.8739155
1339,40,4000,3000,8.5,252.8795409
1340,70,2500,1500,8.5,248.8451578
1341,50,3000,2500,8.5,249.4864353
1342,80,2000,3000,8.5,261.7940013
1343,80,2500,1000,8.5,223.8175058
1344,80,3000,2000,8.5,252.094015
1345,80,2500,2500,8.5,254.1571831
1346,60,4000,1500,8.5,235.7959091
1347,40,2000,2000,8.5,241.489781
1348,50,3500,1500,8.5,246.6824955
1349,70,3000,3000,8.5,257.2692692
1350,60,3000,3000,8.5,254.7788035
1351,60,3000,2500,8.5,251.6090744
1352,50,3000,3000,8.5,253.025171
1353,70,4000,3000,8.5,256.4325169
1354,40,3500,1500,8.5,248.2263598
1355,50,4000,1000,8.5,163.6107555
1356,40,4000,1000,8.5,160.713258
1357,70,3000,2000,8.5,252.0531618
1358,60,3500,1000,8.5,185.4578405
1359,50,4000,3000,8.5,252.9508087
1360,70,3000,2500,8.5,252.6871464
1361,50,2000,2000,8.5,241.7362048
1362,70,2500,1000,8.5,226.852712
1363,80,2000,1000,8.5,237.8049637
1364,50,4000,1500,8.5,240.0163634
1365,40,2500,2000,8.5,244.7456267
1366,70,3500,2000,8.5,252.2026605
1367,80,3500,1000,8.5,179.4424782
1368,50,2500,2000,8.5,245.1264473
1369,50,3000,1500,8.5,248.8567844
1370,40,3500,2000,8.5,250.5394726
1371,80,4000,2500,8.5,254.4324914
1372,50,2500,1500,8.5,246.7950089
1373,50,2000,3000,8.5,256.8435335
1374,70,3000,1000,8.5,207.3187515
1375,50,3500,3000,9.35,248.4044119
1376,80,3000,1500,9.35,235.4915706
1377,60,3500,1500,9.35,230.0003667
1378,60,3000,1500,9.35,240.5827935
1379,40,2500,2500,9.35,242.5779778
1380,60,2500,2000,9.35,246.339638
1381,50,4000,2000,9.35,247.8318231
1382,40,3000,1500,9.35,245.0411582
1383,60,2500,2500,9.35,245.9005754
1384,70,2500,2500,9.35,248.3778749
1385,40,2000,1000,9.35,229.765409
1386,70,2000,2000,9.35,244.768008
1387,60,4000,1000,9.35,115.5382938
1388,40,2500,1000,9.35,208.9162039
1389,70,2000,1000,9.35,226.8116704
1390,50,2500,3000,9.35,246.0329869
1391,40,3000,3000,9.35,246.8464257
1392,80,3500,1500,9.35,222.6992938
1393,50,2500,2500,9.35,243.2341554
1394,70,3500,3000,9.35,252.0282615
1395,50,3000,1000,9.35,179.2786204
