180-120-17-50-3750-1750,0.13793280530565732,0.3815393787394934,1.0375640432402187,1.971375787275678,3.0951950803352166,4.366832572993535,5.77063076547615,7.311679557741435,9.010274549714175,10.897190141210913,13.012858332177885,15.409245922614101,18.14168711200036,21.293296704671615,25.096155495300707,29.76672468977033,35.13555590975939,41.13051832019181,48.34987589008556,56.01424145256971,62.54264541929717,68.6991885784834,75.74168452864832,83.8696972717146,93.2703708131418,104.21148594423536,117.14961068758436,132.91466823237968,151.8118073489155,173.75506162164478,198.62062631434705,223.94323437549033,244.64615935418655,258.273013909183,270.62967612285433,289.7127411307536,311.3529332720088,325.2612864883085,331.7262986805454,335.7879693233506,338.23006828492765,339.60111443754084,341.2622088415972,343.17417683951794,344.4068488055569,344.6578567933124,344.518605548155,344.5202439066625,344.8658119082918,345.3887431015531,345.74875586955216,345.88666304047666,345.931719016085,345.96085819936354,345.99527098712144,346.03767097004976,346.1249733503346,346.2670725360206,346.41543733084313,346.615258124316,346.8989125155442,347.2903429065658,347.85320369929696,348.5824005007098,349.4640772994234,350.4917764960528,351.68095409001444,353.05959729451104,354.625574910627,356.35321016525654,358.9301254801721,362.9440071346144,367.89356233565763,373.4504328040491,378.8976200191729,382.0488455801098,379.8687177060077,374.2158280889432,362.31867509432067,336.07080847931417,304.8335286926134,281.22928566249414,261.7345590723025,239.69055266034252,214.56025182413563,189.02269669762308,165.53616882910214,145.3090681436225,128.28136586485306,113.87314836812362,101.56259805698598,91.01116612451597,81.9315517741644,74.06186061132885,65.9128222445941,56.43872947891902,47.60554951070508,40.65870633011384,34.76407031745443,29.425420698108606,24.80795910145668,21.016801910000297,17.820133517328127,15.021026527647996,12.544548737183813,10.340571546274978,8.362045554984872,6.574099963297574,4.954539371386658,3.496522929233864,2.217247536608814,1.1618932929220807,0.4256708786166174,0.15360352712867786
180-120-17-80-3750-1750,0.2995629451805831,0.8293535070654026,2.2589546849396394,4.304646472879331,6.809252661061622,9.780288948445119,13.302532335595803,17.214030749658168,21.132513177540773,25.29549157653504,30.268003952773086,36.43099672779413,43.98980229114616,53.44999024660343,65.43618616868176,81.04149727597037,102.27616275182218,131.96578820499988,172.66435768307988,212.61057527498056,235.1945275401091,246.59523799056555,263.4637813239657,286.86022257969074,305.57730497435773,315.34227255976776,319.72902538208024,322.6989966558729,325.7316492156674,328.8230924033354,332.07466999567987,334.56317554551526,335.9161867206713,336.61548907679554,337.2012874505264,338.0574154525935,339.1538890292646,339.98746339185755,340.4759369668385,340.85177694738354,341.15959132462854,341.41639769550204,341.6437384689119,341.7952328584379,341.8555080540094,341.88130644118866,341.9193480243163,341.97648721075626,342.0047880052505,342.0086663973177,342.0021255877094,341.9994759769313,342.0438535667831,342.10625996475983,342.1590919600055,342.19244875272454,342.2417863435734,342.351399134736,342.482029534038,342.60700233029536,342.7196807232503,342.8498759145052,343.038151106125,343.2499015056216,343.4592007022268,343.66019269546615,343.88375748684757,344.1712966786984,344.4929030786327,344.82620867612064,345.16805187047623,345.55870786341166,346.0565254572517,346.65283905950605,347.349472659438,348.16221505663646,349.14536385237096,350.3573894490685,351.7734342530349,353.36819905874,355.13137986607455,357.0486406878301,359.4940423593319,362.9804232482192,367.6516168472635,372.04976730578153,373.92894834870344,374.6273164736651,375.2713611946561,373.8651851120698,366.2168772320971,343.15585215660263,309.1323510709041,281.73281195936585,254.87649833575966,214.51766313111114,168.18204079161487,128.35037860721104,99.19253081495657,78.3084189640302,62.76630704581246,51.02648068948155,41.775381524315954,34.37879674737677,28.311229572143993,23.297453191473103,19.084330404671928,15.254850386755885,11.455757361155516,7.873731662932072,4.855037476018533,2.4907897363727893,0.8992433321111094,0.32257568547366344
180-120-17-70-2750-1250,0.2156869415337995,0.5966209458259851,1.622788814068403,3.082571779509939,4.841065768507438,6.832682556936828,9.041873345281866,11.470042533320331,14.177913524753691,17.33008991535535,21.15526470776769,25.494994726588843,30.059591947633482,35.27766953301901,41.84242150081345,50.22196145096164,60.994163780459914,75.09497247642695,94.27058835456899,116.54924905084914,137.49948734882733,159.14144240754237,184.35264229218058,209.91699758632188,229.61725064365262,240.95860125880137,250.13443791610166,266.15167882144897,287.52077280575855,305.01287560646506,315.7133114494612,321.3602242192696,325.0388745036877,328.6985355250024,331.316423578151,333.09565565727183,334.8644236726899,336.3721100340304,337.382106795962,338.1161163580175,338.7076107222642,339.1739402911776,339.5308042607184,339.8041482351473,340.03713381589176,340.20782179500196,340.32758497910726,340.6178185593045,340.8399433058545,340.746010454953,340.79090643755296,341.00483282802736,341.13776721178976,341.0398344026192,340.9551688342651,341.34668885650456,341.52366160607,341.1836999554336,341.1314759481015,341.39104074285115,341.58489033248406,341.7368007212318,341.87959110742605,342.0478150998386,342.22741828457623,342.2443782836035,342.5408711126181,343.1313414975113,343.2900294515976,343.50236224021893,344.1505734382467,344.90540863170247,345.80396222486166,346.90752061470374,348.2424774115083,349.8030726024228,351.4330054069485,353.4003142572542,356.0625351299452,359.6795463933659,364.42234959710856,369.5513095553533,373.4228680061867,375.18014814734465,375.3344649762863,373.37255762156104,362.85827836476955,336.96689820079087,304.5726839519243,279.4258937295165,259.67235754188556,238.05796710950398,213.60775583174737,188.0951510613165,159.4741560165695,127.17580262104535,98.9437596245436,78.53424136505889,63.465667045730385,52.08621749050081,43.241194321933634,36.268396748202086,30.731228769275756,26.024097554774368,21.538413527249396,17.374787525946065,13.856563934288596,10.842602742952286,8.159001754167765,5.752973366233183,3.641970628048461,1.9066300381314871,0.6965917331561058,0.24960322681656258
180-120-17-50-2750-2750,0.23348317353314552,0.6428757209888112,1.752535939219255,3.347459329400371,5.287961267966347,7.5172751557145485,10.008030343057463,12.786629731812802,15.932351121365336,19.639407913191366,23.945714318405145,28.440631133647038,33.15678833261486,38.6750735103631,45.25192708388034,52.95473345812806,61.93157823081147,72.41898539875852,84.6603085559339,96.82020610628301,106.67897566310396,115.63995962601489,125.45629078800235,136.26018515301502,148.2392027287012,161.62002832640795,176.4377179259568,192.0833627206578,208.09017876326416,224.27367000324773,240.30643804194486,255.0594172315766,268.35919291305026,285.6927862741482,302.9532606086264,308.6703623860217,308.18402653013425,309.32480083843575,311.5864136243942,314.6520903848057,318.08331596522186,321.1246471138948,323.5655110806633,325.5594310413157,327.1510469781722,328.46191412211516,329.5613252883827,330.4712068548886,331.22128682306754,331.96012840964846,332.7302531979658,333.40203557315584,333.95131554906817,334.4494339300461,334.9485507131957,335.4231682966152,335.87801627891116,336.36048026525623,336.864262658284,337.377465852664,337.9089666444953,338.4691714360957,339.05527063204414,339.6235202334717,340.1515906362148,340.5615426399599,340.8046850763236,341.0900803547004,341.08361003955315,340.89011252221974,341.98042943838044,344.30205519474237,346.7240968862828,349.1864968883134,351.4023945155917,353.1596041411069,353.81518168448565,352.9992904365559,351.1826120529516,347.79774776613687,336.858854258667,315.4150650741373,293.7401595234508,276.9412730624765,260.8165786138501,243.57429062196033,225.0749945776456,206.02824258668608,187.74388421695554,171.07985225984768,156.1340507209861,142.76003798196888,130.72168444036535,119.85157408818078,108.10319173232713,93.91069257735258,79.97280141576944,68.24873104519993,58.2630222702336,49.70784069420242,42.37811271608164,36.1621431392297,30.944485158215766,26.328376746670767,21.862966326038173,17.688425927915578,14.108915536453265,11.014178545065883,8.248566956573834,5.7830285683709866,3.6414675797024554,1.8971400392881452,0.6911896586035413,0.24773346423991122
180-120-17-70-2750-1750,0.28232756127333064,0.7822673198017025,2.133522185750231,4.063092973671969,6.4020327602453495,9.112054348532592,12.270846736380156,15.984911529762963,19.952467952042007,23.91838277011095,28.276835154162903,33.51413992948793,39.814358303924124,47.34236227488911,56.38833503786936,67.36956618587203,80.88545570760716,97.8346284133716,120.19190673129113,145.21790347703856,166.81941700743724,186.54388101224626,207.47930826296655,225.92315465545326,238.3962555952639,249.43971794137488,267.4701621337868,289.2908854651358,302.22313637259896,305.65684594328525,307.9236171417021,312.15074678585756,316.7159820194271,319.596826755216,321.674516266409,323.67393375094866,325.22466647810444,326.90914648249395,328.68263124950806,329.9993479958878,330.9464071617784,331.7383943271583,332.46710468727076,333.14748225926047,333.487795849246,333.4728838165009,333.4796805601326,333.49119411194994,333.4732676910529,333.70138289282573,334.07260848418525,334.3188804636238,334.4763716465375,334.6201412356963,334.7493060259347,334.8565572141499,335.01355561801165,335.296243640774,335.5770244545408,335.794125249716,336.0298500460341,336.29559723895494,336.59590442877516,336.87906602400136,337.00948520454403,337.02214436653145,337.24376355394406,337.78193318051706,338.31363879743566,338.8006723974405,339.50826280092537,340.4006788040503,341.40169639858345,342.5502723952518,343.81243559826487,345.1117443890262,346.3318723785327,347.73358121360275,350.244742909788,353.4669191013099,356.3166728707553,359.40631768390205,362.63244234576206,364.80619586189175,364.5653832705316,361.95521391322734,357.9638923351093,345.5551042986458,320.6893111660875,294.6253431321994,273.7938937994692,254.54038335154192,234.7512664678649,213.47190000312122,186.5262616602872,153.2195865859018,122.38532754626476,98.87611488856624,80.73228458411317,66.58557583856944,55.342828674253475,46.16324310311491,38.551047127511126,32.17711515068533,26.83641317288602,22.357871592497226,18.370164781270194,14.414448554162977,10.595064951984629,7.296342264449445,4.564819775172661,2.3800193859199297,0.871716444446659,0.3113595791649542
180-120-17-70-3750-2250,0.2842143166502158,0.786103494810784,2.1457175858574606,4.0840505739344595,6.432821460864754,9.150948149413535,12.31727753766882,16.027819932458996,19.978521956121465,23.919910374304713,28.261699158826772,33.48729753466584,39.781441509388834,47.35476948319303,56.500619844738786,67.61607979008707,81.35151651502984,98.73631962271362,121.8765563405675,147.88127948039454,170.26873220348298,190.42003459979992,211.74378505158174,230.92035144554583,244.8531035701731,259.8792793398507,281.93100065572196,301.45598081831446,309.778682851664,312.9845902753814,316.1698316629868,319.3597516018739,323.0528588088509,326.39102193673136,328.8416714559981,331.281287437601,333.5541578048024,335.1713801542268,336.5774537467415,337.9534473265254,339.05658327353495,339.8710152262108,340.52814159253666,341.06457675967965,341.48889673070397,341.80308550582834,342.02364228360346,342.2194758614419,342.4205190409752,342.5570694269628,342.6055302123619,342.652371795903,342.74260538114635,342.8551557689457,342.9232325615552,342.9419397520928,343.0188805377837,343.15310132539577,343.307072519873,343.41513011896586,343.4867525127111,343.6440901020279,343.86775089264336,344.113850089978,344.33498929271144,344.5456132898054,344.8655364826532,345.28773167689945,345.78462127810803,346.32217008478597,346.9319300856979,347.735072481875,348.7083140794723,349.81281328714243,350.9759620989759,352.0331269115146,353.2302085569833,355.0140934469406,357.24843592840335,359.94329676952873,362.9459208759109,365.1285578807497,366.30478196711755,366.85929069959917,365.52499304518113,362.03717237256006,357.9856010565623,344.9272321169729,317.64486325050984,290.599736764998,269.93343929681265,249.87069370627992,228.87448881161092,206.47483116550387,179.11256244859234,146.26712899466384,116.35368596695511,93.86015970931555,76.68056139869164,63.329010249504954,52.719121483560855,44.06434071045946,36.8899319343456,30.894829956842667,25.88171597789278,21.65904959109358,17.7902667722282,13.896815548192357,10.217320751984783,7.076240163924388,4.450665074640841,2.328818985778691,0.8531045820156395,0.3037022112242468
180-120-17-80-2750-1250,0.2864360968908354,0.7633958694469771,2.073866236109036,3.9478682237702887,6.203733860732028,8.78890274866072,11.769184538256269,15.305495326059074,19.316295939922178,23.414248764570086,27.78276476585366,33.16420553815937,39.873446305355884,48.39140305374795,59.279743781668245,73.65081568238564,93.00134674580634,120.64476899068163,160.8497144052017,202.49922484211262,227.5641179031702,238.297273268693,247.94527950184363,264.2157684821351,285.2715889148157,302.47084710313857,312.1595521657319,317.79563612401085,322.4001739478936,325.84625396287396,328.0000012443635,329.7266061374214,331.5157453570806,333.1599885091339,334.31925886606064,335.13134203546525,335.78079480173767,336.3265291728665,336.7651979454009,337.12330991984203,337.6028426930331,337.9787530445367,338.017127397998,338.1704009775387,338.4784265626119,338.66362974913693,338.76519773094657,338.64268891967237,338.55285854620894,338.77646177135205,338.8310281696935,338.8112137543533,338.85747930807963,338.73589206791974,338.77219926396555,339.0324744590872,339.2404680471394,339.38693204264047,339.4999624289077,339.434900020401,339.4571080519788,339.7939784856554,340.09442007312396,340.15764562108683,340.098759180139,340.26947917300146,340.67622476540674,341.01880395092246,341.3197383445948,341.6237191295075,341.76841032794863,342.18748875620213,342.9054279406965,343.2072198943937,343.5814598827207,344.4137926806682,345.3744902737909,346.5019782651942,347.84037825448183,349.4302982518919,351.2890886453818,353.2329990561136,355.7156487189337,359.21921355500075,363.31590474243774,368.2193416193845,373.2004106132921,376.75000433165604,377.2390027424487,373.87817707878963,364.24266900594534,339.39147427667734,305.7111349978629,280.6290103558469,254.9122455214639,214.39146151888005,167.64270636603035,127.37823459803683,97.91356280676726,76.83227176257047,61.306369450264,49.71607109350143,40.632715130371615,33.446167952801964,27.623071978612465,22.868937196646907,18.700351983992974,14.62082915361801,10.728957551642953,7.382090463892243,4.616253674730441,2.4046894354692356,0.8800850818604179,0.31296627967509116
180-120-17-50-2750-1750,0.1686046052935342,0.4676279969916535,1.273253441847527,2.4235473346239518,3.814040826174629,5.395186767217026,7.150448858006624,9.087589148506904,11.234830538640809,13.63102932835719,16.326449517560295,19.397200709659227,23.062863900702194,27.485409096403714,32.383039115990144,37.63939912644415,43.75931750242001,51.251346273540946,60.402018237815255,69.76775339138388,77.4851549507005,84.66470370793243,92.74606045979904,101.85708920774121,112.18962515338893,124.05889710321945,137.94109386850087,154.2723002404292,172.75875777773436,192.95376575675948,214.66264258295317,234.8305017988369,248.9931995488699,258.8217403450847,274.32384526576493,296.7348082840958,312.4401023421531,317.7763146821748,320.13349876485836,322.8828105371137,325.9256521353434,328.27650653299173,330.07155920285265,331.43875907448637,332.19787580350254,333.0646918018003,334.07101496559943,334.68399411565855,335.05303728197475,335.43728685335645,335.5749828369778,335.3875332039482,335.2905091486474,335.33653789918566,335.3898882835317,335.62268189039446,335.97523227855856,336.23717145981857,336.6094146626979,337.23246748575446,337.86024990148377,338.42193949444834,339.132749085893,340.00788508133326,340.8096642648428,341.50844183395077,342.3978882118158,343.594137833817,345.1410307095965,347.16247716610826,349.64168365875764,353.34547263224965,358.0581128365632,361.6264714704313,364.2833612417492,367.21715333202025,369.16441076192797,367.65690975311304,362.67072062066177,347.6781693917396,319.90856886316044,295.4124536035456,277.91222962983414,259.27128249686496,238.99790643664576,217.1424535948456,194.59089525156773,173.5594809155551,155.03133379966982,138.95929868953593,125.00190677596154,112.77977725152095,102.06336930960312,92.66611495413552,82.79201259339989,71.14169263366861,59.97934546937089,50.88606389612116,43.460444722202354,37.40050874220905,32.14188912654522,27.203425904266403,22.74779590937561,19.023842317855692,15.854318724880454,13.035864735691254,10.508276745830251,8.233669755870075,6.183368665627457,4.3482233751180575,2.748082583995181,1.435696666583745,0.5248106093651891,0.18926732066940052
180-120-17-50-2250-2750,0.25268184227573826,0.7064960581776364,1.931923238161781,3.6939378274715,5.8531789648347825,8.336627751176945,11.137349939212752,14.322244927670871,18.069748318645292,22.365868324866316,26.800068737753403,31.460593532981772,36.905150310588965,43.31960308414633,50.750123058971916,59.31410783354307,69.14691500409222,80.41276777007887,93.34445572957303,106.12473248537927,116.40525724668761,125.62678201408475,135.661074781491,146.62653395682943,158.72475154538017,171.98376914681984,186.17278996283613,200.6997915619412,215.1368956425881,230.20706209328162,244.93283795464683,256.9930460282656,270.410124203258,289.74876075861437,304.29871374910283,305.6887817793772,303.61139287504756,304.3369671736459,306.534349532129,309.73097669941797,313.1893446619307,316.31592381038473,318.88009658166675,320.99587894824805,322.81562291279135,324.37521967351915,325.6959620391033,326.6739012074623,327.32761637462954,327.8603139484189,328.41536672606026,329.03669790209176,329.645113879828,330.1745666595972,330.6624578434229,331.19312663188606,331.80497302014743,332.4381058085134,333.02808339927714,333.6091521918745,334.18645138665573,334.7206913812448,335.2218305754059,335.6745729748782,336.01559698111595,336.20078739634675,336.2209154244956,336.0317698874519,335.59004840794614,334.81222456998165,334.5836742563179,336.4512006811181,339.82361676830067,343.18798163021853,345.9658888598241,347.6216584131978,347.5628807089752,345.8785736454177,344.90689368703914,344.7345029954628,337.38954265293387,319.2512061816983,300.1204410477637,284.95939146086664,269.7876475094919,253.92457868638056,237.50746185352358,219.9548698429267,202.30093064726395,185.63438666998368,170.35209551286607,156.51798036427215,143.98326361579495,132.5584092636651,120.01848611197663,104.74918216009726,89.67153259976835,76.87265102928943,65.84804625365585,56.28122067584939,47.95469909834845,40.73636311961819,34.5401807423504,29.28687796118584,24.669100355179573,20.215470338469586,15.993994337771566,12.34141014577789,9.197873555167263,6.429966166680762,4.0400900785003895,2.097348788691102,0.763565045805699,0.27435461115044046
180-120-17-50-3250-1250,0.11197128049916613,0.3093921791434806,0.8397524318543809,1.59194618940554,2.493080583673528,3.5081279276333897,4.623517771456649,5.842728265120298,7.181292158533047,8.663533351589717,10.32201274415226,12.1960159360859,14.33455692731141,16.798672317795276,19.66042790730928,23.031187099708777,27.21452069057969,32.48624308235055,38.764679890821206,45.005261493210824,50.22247186547808,55.24635262661467,61.06585977852202,67.93404771671452,76.06833565056766,85.64814998188983,97.00659310076023,110.8622938266575,128.1770441292593,149.35042796474025,175.17517014396418,204.78517962895984,231.88669029590133,249.90743946514672,260.2901691033988,271.1183287752727,287.6198257470648,306.56065744288645,321.16278898644646,330.39100055935916,336.2575673255209,339.14926081005825,341.09492544132297,343.23881681819046,344.63594957012697,345.30022474557484,345.65598792012287,345.84778308684025,345.9840198532586,346.0661254279963,346.08390460489113,346.051680581533,345.9839557559717,345.90237493675744,345.78700212335536,345.68797490215195,345.66392368429234,345.65102126956003,345.6367364541395,345.6662276423182,345.8142852290451,346.08088362395756,346.4655364211269,346.9695364148162,347.65412520845933,348.65528359973615,349.86974760042926,351.2639108001715,352.8436164000791,354.65564843523174,357.19807406895444,360.71742772125674,365.388045431255,371.04149184235166,376.1816901559546,379.0165765066679,379.13671724997135,373.58071015865636,352.8184051187402,320.64762101212705,293.7411382009854,272.7136567151812,250.5419094222801,225.47537168996328,198.06206932146696,171.571887066545,148.4231544297332,129.02678817513348,112.95495470213605,99.4962332105713,88.13424929667165,78.50893736049305,70.30298860703053,63.27952944058364,56.1392486745149,48.03413990432568,40.43324310488106,34.03167349414937,28.552377096386994,24.136255502827346,20.55096790998054,17.481345519984945,14.818466729618798,12.492451138524078,10.440586346852701,8.614424354615494,6.9740539619362965,5.489848068975154,4.142474975775727,2.927159782409374,1.8582832886355778,0.9748123189842237,0.35736925400837644,0.12894188354839758
