-0.04368,14.99,872,0.02075,1
-0.06843,58.87,493.5,0.06121,1
-0.02051,49.25,523.2,0.02975,1
-0.3353,12.83,89.93,0.07387,1
-0.1653,28.8,166.7,0.08801,1
-0.07172,18.27,420.1,0.02968,1
-0.0464,40.61,584,0.06003,1
-0.03153,17.75,291.8,0.02543,1
-0.01741,21.64,152.7,0.01664,1
-0.01333,61.73,960.6,0.01892,1
-0.701,2.531,212.5,0.07001,1
-0.03746,50.11,32.7,0.05781,1
-1.35,1.103,520.3,0.06402,1
-0.09828,63.09,266.5,0.08027,1
-0.2116,55.84,923.5,0.000321,1
-0.06971,30.58,981.7,0.03995,1
-2.008,52.27,551,0.07711,1
-0.02285,31.55,38.82,0.008744,1
-1.152,8.022,258.7,0.0965,1
-0.0681,40.8,818.5,0.05665,1
-0.122,41.03,813.8,0.09268,1
-0.01835,58.5,826.6,0.009511,1
-0.07368,23.75,45.15,0.05468,1
-0.01839,51.16,60.63,0.01895,1
-0.389,24.03,251.8,0.07953,1
-0.03338,23.18,642.5,0.04939,1
-0.05205,37.76,939.9,0.09436,1
-0.05754,8.037,845.1,0.03467,1
-0.343,7.352,389.6,0.05108,1
-0.01631,61.55,377.8,0.001336,1
-0.02159,55.16,120,0.04789,1
-0.03474,54.55,519.6,0.04472,1
-0.01873,51.43,30.19,0.0573,1
-0.1817,26.92,985.3,0.08016,1
-0.5637,4.4,198.6,0.0453,1
-0.02982,45.29,338.7,0.03606,1
-0.06802,59.05,954.1,0.04083,1
-0.02897,57.61,337,0.008366,1
-0.1534,34.18,664.2,0.08931,1
-0.05916,61.8,772.2,0.07593,1
-0.05514,45.73,704.5,0.07676,1
-0.01553,62.38,380,0.008397,1
-0.0743,16.1,229.3,0.03642,1
-0.03104,52.05,69.5,0.04503,1
-0.01661,52.23,271.6,0.006434,1
-0.04913,16.25,94.22,0.0808,1
-0.6936,11.73,203.4,0.08148,1
-0.07096,52.05,593.5,0.09148,1
-0.6442,4.769,965.3,0.05714,1
-0.2929,20.06,827.4,0.06598,1
-0.02527,63.15,116.4,0.05813,1
-0.01792,30.79,655.7,0.02426,1
-0.7059,2.961,548.8,0.03653,1
-0.04328,57.22,464.8,0.04192,1
-0.2062,40.87,531.9,0.09612,1
-0.01937,50.71,501.7,0.02119,1
-0.05073,39.05,751.1,0.07561,1
-0.0265,63.59,226.3,0.04262,1
-0.03141,27.7,325.5,0.0366,1
-0.04224,31.11,546.7,0.0266,1
-0.04047,9.465,308.9,0.01373,1
-0.05423,21.02,682.4,0.06017,1
-0.06292,63.83,565.3,0.05492,1
-0.04602,41.47,729.5,0.06162,1
-0.07733,38.08,609,0.03554,1
-0.01456,49.98,608.6,0.03099,1
-0.07933,16.47,80.55,0.03484,1
-0.05625,1.809,174,0.006131,1
-0.3163,18.52,354.8,0.05916,1
-0.01958,49.83,628.5,0.01605,1
-0.1174,57.31,733.3,0.04983,1
-0.1437,41.55,514.4,0.0169,1
-0.305,41.41,988.3,0.07706,1
-0.4249,12.43,128.6,0.09304,1
-0.04327,58.34,751.7,0.07608,1
-0.1322,10,813.8,0.01931,1
-0.2266,10.75,413,0.000138,1
-0.1209,54.27,169.5,0.07395,1
-0.09554,37.72,772.6,0.06004,1
-0.02718,61.57,386,0.04975,1
-0.0512,22.32,745.3,0.03012,1
-0.01321,51.32,95.09,0.02364,1
-0.02233,28.6,134.8,0.02038,1
-0.0118,54.02,378.7,0.02195,1
-0.07295,54.31,579.6,0.06341,1
-0.02541,57,716.8,0.02658,1
-1.462,1.612,554,0.07078,1
-0.05984,51.76,198.7,0.06346,1
-0.01506,60.13,265.6,0.02932,1
-0.1774,27.82,575.5,0.09901,1
-0.06451,38.06,889,0.06566,1
-0.01654,30.79,312.5,0.03508,1
-0.01645,49.96,185.7,0.01388,1
-0.09025,14.42,672.2,0.0372,1
-0.01604,14.01,337.4,0.008255,1
-0.0474,28.5,813.1,0.04463,1
-0.0295,29.18,37.25,0.02797,1
-0.4152,5.736,57.26,0.08637,1
-0.02078,46,832.1,0.01338,1
-0.3123,24.01,914.1,0.0434,1
-0.00999,59.32,961.8,0.00076,1
-0.02716,28.27,587.3,0.03495,1
-0.1038,24.69,362.3,0.02318,1
-4.175,2.64,733.9,0.09985,1
-0.2527,3.416,860.5,0.05448,1
-1.414,2.23,78.13,0.05259,1
-0.1833,7.587,303,0.02756,1
-0.01469,62.15,475,0.02859,1
-0.06623,60.11,967.1,0.07197,1
-0.4993,9.623,891,0.04418,1
-0.06263,50.53,724.3,0.06535,1
-0.05334,49.32,813.7,0.04622,1
-0.02334,31.53,106.4,0.03715,1
-0.09365,56.83,228.1,0.07492,1
-0.1379,51.82,204.6,0.07648,1
-0.02656,42.41,975.7,0.03889,1
-0.02134,48.68,845.5,0.03797,1
-0.07387,15.09,374.6,0.06532,1
-0.03381,17.22,859.9,0.02959,1
-0.04717,49.13,327.8,0.05048,1
-0.05614,56.07,490.5,0.06246,1
-0.006233,22.6,473.9,0.006235,1
-0.0355,33.75,454.7,0.02997,1
-0.0747,11.89,347.3,0.02956,1
-0.2139,23.84,810.7,0.08957,1
-0.1,58.65,427.3,0.08985,1
-0.04052,37.99,996.6,0.01251,1
-0.1509,48.68,592.4,0.05151,1
-1.184,48.77,834.9,0.08313,1
-0.1487,22.68,386.9,0.05957,1
-0.1529,3.701,816.6,0.05864,1
-0.1985,28.94,641.8,0.09554,1
-0.03734,51.67,659.6,0.02083,1
-0.09644,62.22,393.2,0.09053,1
-0.3932,32.57,675.7,0.08875,1
-0.09441,4.678,301.8,0.01785,1
-0.3973,3.934,348.4,0.09155,1
-0.3508,16.92,121.9,0.09419,1
-0.1314,32.08,477.1,0.06882,1
-0.1645,52.48,234.6,0.02032,1
-0.7819,27.74,849.1,0.09272,1
-0.09183,13,692.6,0.04464,1
-0.01464,56.32,302.7,0.02709,1
-0.2255,2.382,872.6,0.01669,1
-0.3424,18.55,253.9,0.09221,1
-1.117,6.143,343.3,0.06808,1
-0.5921,11.43,581.9,0.04252,1
-0.7748,1.828,610.5,0.03476,1
-0.6602,14.33,975.4,0.08391,1
-0.00955,29.27,328,0.001508,1
-0.04582,46.87,273.7,0.05122,1
-0.0156,40.44,755.4,0.0159,1
-0.02858,6.753,776.3,0.005241,1
-0.0814,26.62,45.66,0.02086,1
-0.7021,12.93,841.5,0.07432,1
-0.08822,16.41,590.3,0.04951,1
-0.5166,6.743,364.2,0.0751,1
-0.3073,9.112,247.5,0.03571,1
-0.2593,1.253,775.7,0.03957,1
-0.08188,41.24,530.8,0.07796,1
-0.01481,42.51,404.8,0.01245,1
-0.1576,27.71,15.23,0.007909,1
-0.03815,53.28,521.6,0.07892,1
-0.05735,47.56,532.5,0.07276,1
-0.01585,60.46,948.9,0.02552,1
-0.01295,58.23,476.3,0.02092,1
-0.14,26.84,588.1,0.08891,1
-0.08305,57.91,564.2,0.08074,1
-0.05477,34.33,104.1,0.04363,1
-0.07842,45.05,757,0.06782,1
-3.132,1.133,685.5,0.098,1
-0.04449,14.42,716.1,0.01985,1
-0.01385,49.29,936.4,0.0209,1
-0.0624,53.25,306.3,0.08808,1
-2.383,3.002,757.7,0.02161,1
-0.2106,24.11,166.1,0.08076,1
-0.05642,13.67,361,0.03662,1
-0.08056,17.85,231.7,0.07479,1
-0.02907,37.38,776.1,0.01578,1
-0.02086,35.34,88.91,0.009931,1
-0.9687,28.21,596.3,0.07169,1
-0.02222,36.8,86.28,0.03775,1
-0.06198,47.49,951,0.09054,1
-0.01597,31.97,936.2,0.02521,1
-0.2251,39.87,765.2,0.000267,1
-0.1689,6.174,328,0.02171,1
-0.2247,12.01,556.3,0.064,1
-0.09382,31.56,702.6,0.03189,1
-0.02604,24.06,141.7,0.02177,1
-0.1564,31.67,828.1,0.04741,1
-0.06145,56.64,937.6,0.07717,1
-0.06818,50.08,24.5,0.06932,1
-0.2674,3.162,757.3,0.04255,1
-0.04935,6.269,931.1,0.0186,1
-0.3402,61.5,786.2,0.09228,1
-0.05189,40.44,358.3,0.06994,1
-0.2103,30.01,737.3,0.09538,1
-0.4479,4.575,173.9,0.04309,1
-0.3744,2.729,366,0.04238,1
-0.3945,12,51.57,0.06355,1
-0.0594,63.69,414.5,0.08602,0
-0.05976,61.16,220.4,0.06395,0
-0.2143,12.26,320,0.04635,0
-0.8596,6.259,367.9,0.03091,0
-0.129,42.55,404.7,0.07377,0
-0.02397,56.68,716.7,0.02767,0
-0.02607,54.53,519.6,0.02241,0
-0.03635,31.31,39.15,0.03139,0
-0.1227,51.17,244.5,0.08121,0
-0.2098,45.25,866.4,0.03675,0
-0.07026,28.88,328.1,0.04759,0
-0.1706,48.42,845.9,0.0876,0
-0.3971,46.71,963.7,0.09861,0
-0.05164,49.72,936.4,0.05753,0
-0.1333,26.78,670.7,0.06445,0
-0.1016,8.533,657.4,0.03921,0
-0.01642,55.44,120.4,0.02203,0
-10.85,3.217,756.8,0.09005,0
-0.0166,55.13,120.6,0.03636,0
-0.5249,7.752,340.9,0.06001,0
